from,to,line,seconds
169,192,Inter-Corridor Line (Chennai International Airport → Chennai Central),100.0
169,211,Blue Line (Wimco Nagar Depot → Chennai International Airport),245.8
169,211,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,245.8
170,165,Red Line: Madhavaram → Shozhinganallur (u/c),87.0
170,165,Red Line: Shozhinganallur → Madhavaram (u/c),87.0
171,158,Green Line (St. Thomas Mount → Chennai Central),144.5
171,158,Inter-Corridor Line (Chennai International Airport → Chennai Central),144.5
171,164,Green Line: Chennai Central → St. Thomas Mount,90.5
171,164,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,90.5
172,164,Green Line (St. Thomas Mount → Chennai Central),113.9
172,164,Inter-Corridor Line (Chennai International Airport → Chennai Central),113.9
172,179,Green Line: Chennai Central → St. Thomas Mount,102.2
172,179,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,102.2
173,175,Yellow Line: Light House → Poonamallee Bypass,81.9
173,175,Yellow Line: Poonamallee Bypass → Light House,81.9
174,162,Yellow Line: Poonamallee Bypass → Light House,334.8
174,173,Yellow Line: Light House → Poonamallee Bypass,156.4
175,162,Yellow Line: Light House → Poonamallee Bypass,107.5
175,174,Yellow Line: Poonamallee Bypass → Light House,233.9
176,181,Yellow Line: Light House → Poonamallee Bypass,92.8
176,181,Yellow Line: Poonamallee Bypass → Light House,92.8
177,176,Yellow Line: Light House → Poonamallee Bypass,77.5
177,176,Yellow Line: Poonamallee Bypass → Light House,77.5
179,155,Green Line: Chennai Central → St. Thomas Mount,92.2
179,155,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,92.2
179,172,Green Line (St. Thomas Mount → Chennai Central),91.4
179,172,Inter-Corridor Line (Chennai International Airport → Chennai Central),91.4
180,207,Blue Line (Chennai International Airport → Wimco Nagar Depot),112.8
180,213,Blue Line (Wimco Nagar Depot → Chennai International Airport),100.7
181,173,Yellow Line: Poonamallee Bypass → Light House,559.9
181,174,Yellow Line: Light House → Poonamallee Bypass,699.6
182,156,Green Line (St. Thomas Mount → Chennai Central),83.3
182,156,Inter-Corridor Line (Chennai International Airport → Chennai Central),83.3
182,198,Green Line: Chennai Central → St. Thomas Mount,157.8
182,198,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,157.8
183,154,Yellow Line: Light House → Poonamallee Bypass,263.9
183,154,Yellow Line: Poonamallee Bypass → Light House,264.0
184,153,Yellow Line: Light House → Poonamallee Bypass,197.3
184,153,Red Line: Madhavaram → Shozhinganallur (u/c),197.3
184,153,Yellow Line: Poonamallee Bypass → Light House,197.3
184,153,Red Line: Shozhinganallur → Madhavaram (u/c),197.3
185,170,Red Line: Madhavaram → Shozhinganallur (u/c),91.3
185,170,Red Line: Shozhinganallur → Madhavaram (u/c),91.3
186,178,Yellow Line: Light House → Poonamallee Bypass,99.5
186,178,Yellow Line: Poonamallee Bypass → Light House,99.5
187,204,Blue Line (Wimco Nagar Depot → Chennai International Airport),90.8
187,214,Blue Line (Chennai International Airport → Wimco Nagar Depot),58.0
188,193,Green Line: Chennai Central → St. Thomas Mount,227.0
188,193,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,227.0
188,212,Green Line (St. Thomas Mount → Chennai Central),180.4
188,212,Inter-Corridor Line (Chennai International Airport → Chennai Central),180.4
189,157,Blue Line (Chennai International Airport → Wimco Nagar Depot),140.8
189,194,Blue Line (Wimco Nagar Depot → Chennai International Airport),103.1
190,201,Green Line (St. Thomas Mount → Chennai Central),118.8
190,201,Inter-Corridor Line (Chennai International Airport → Chennai Central),118.8
190,212,Green Line: Chennai Central → St. Thomas Mount,125.8
190,212,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,125.8
191,194,Blue Line (Chennai International Airport → Wimco Nagar Depot),105.3
191,195,Blue Line (Wimco Nagar Depot → Chennai International Airport),190.8
192,169,Blue Line (Wimco Nagar Depot → Chennai International Airport),100.2
192,169,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,100.1
192,193,Green Line (St. Thomas Mount → Chennai Central),155.5
192,193,Inter-Corridor Line (Chennai International Airport → Chennai Central),155.5
192,197,Blue Line (Chennai International Airport → Wimco Nagar Depot),144.4
192,209,Green Line: Chennai Central → St. Thomas Mount,113.6
193,188,Green Line (St. Thomas Mount → Chennai Central),227.3
193,188,Inter-Corridor Line (Chennai International Airport → Chennai Central),227.3
193,192,Green Line: Chennai Central → St. Thomas Mount,155.5
193,192,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,155.5
194,189,Blue Line (Chennai International Airport → Wimco Nagar Depot),102.8
194,191,Blue Line (Wimco Nagar Depot → Chennai International Airport),105.3
195,191,Blue Line (Chennai International Airport → Wimco Nagar Depot),191.3
195,206,Blue Line (Wimco Nagar Depot → Chennai International Airport),108.0
196,200,Blue Line (Wimco Nagar Depot → Chennai International Airport),94.8
196,205,Blue Line (Chennai International Airport → Wimco Nagar Depot),120.2
197,192,Blue Line (Wimco Nagar Depot → Chennai International Airport),144.1
197,199,Blue Line (Chennai International Airport → Wimco Nagar Depot),140.8
198,182,Green Line (St. Thomas Mount → Chennai Central),158.1
198,182,Inter-Corridor Line (Chennai International Airport → Chennai Central),158.1
198,201,Green Line: Chennai Central → St. Thomas Mount,118.0
198,201,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,118.0
199,197,Blue Line (Wimco Nagar Depot → Chennai International Airport),141.2
199,203,Blue Line (Chennai International Airport → Wimco Nagar Depot),117.8
200,196,Blue Line (Chennai International Airport → Wimco Nagar Depot),94.8
200,210,Blue Line (Wimco Nagar Depot → Chennai International Airport),107.7
201,190,Green Line: Chennai Central → St. Thomas Mount,119.5
201,190,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,119.5
201,198,Green Line (St. Thomas Mount → Chennai Central),118.5
201,198,Inter-Corridor Line (Chennai International Airport → Chennai Central),118.5
202,211,Blue Line (Chennai International Airport → Wimco Nagar Depot),161.4
202,211,Inter-Corridor Line (Chennai International Airport → Chennai Central),161.4
203,199,Blue Line (Wimco Nagar Depot → Chennai International Airport),117.9
203,208,Blue Line (Chennai International Airport → Wimco Nagar Depot),174.9
204,187,Blue Line (Chennai International Airport → Wimco Nagar Depot),90.8
204,205,Blue Line (Wimco Nagar Depot → Chennai International Airport),141.1
205,196,Blue Line (Wimco Nagar Depot → Chennai International Airport),115.4
205,204,Blue Line (Chennai International Airport → Wimco Nagar Depot),136.2
206,195,Blue Line (Chennai International Airport → Wimco Nagar Depot),108.0
206,208,Blue Line (Wimco Nagar Depot → Chennai International Airport),84.9
207,180,Blue Line (Wimco Nagar Depot → Chennai International Airport),112.8
207,210,Blue Line (Chennai International Airport → Wimco Nagar Depot),126.1
208,203,Blue Line (Wimco Nagar Depot → Chennai International Airport),174.7
208,206,Blue Line (Chennai International Airport → Wimco Nagar Depot),84.3
209,192,Green Line (St. Thomas Mount → Chennai Central),113.2
210,200,Blue Line (Chennai International Airport → Wimco Nagar Depot),107.8
210,207,Blue Line (Wimco Nagar Depot → Chennai International Airport),126.2
211,169,Blue Line (Chennai International Airport → Wimco Nagar Depot),245.8
211,169,Inter-Corridor Line (Chennai International Airport → Chennai Central),245.8
211,202,Blue Line (Wimco Nagar Depot → Chennai International Airport),161.5
211,202,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,161.5
212,188,Green Line: Chennai Central → St. Thomas Mount,180.7
212,188,Inter-Corridor Line: Chennai Central → Chennai International Aiirport,180.7
212,190,Green Line (St. Thomas Mount → Chennai Central),125.7
212,190,Inter-Corridor Line (Chennai International Airport → Chennai Central),125.7
213,168,Blue Line (Wimco Nagar Depot → Chennai International Airport),158.7
213,180,Blue Line (Chennai International Airport → Wimco Nagar Depot),100.8
214,187,Blue Line (Wimco Nagar Depot → Chennai International Airport),57.9
215,251,Yellow Line (Millennium City Centre → Samaypur Badli),86.8
215,275,Yellow Line (Samaypur Badli → Millennium City Centre),104.1
216,225,Yellow Line (Samaypur Badli → Millennium City Centre),151.1
216,293,Yellow Line (Millennium City Centre → Samaypur Badli),135.8
217,341,Blue Line (Dwarka Sector 21 → Noida Electronic City),191.9
217,469,Blue Line (Noida Electronic City → Dwarka Sector 21),133.1
218,312,Blue Line (Vaishali → Yamuna Bank),109.2
218,317,Blue Line (Yamuna Bank → Vaishali),86.9
219,286,Pink Line (Shiv Vihar → Maujpur - Babarpur),179.9
219,313,Pink Line (Maujpur - Babarpur → Shiv Vihar),100.2
220,271,Yellow Line (Millennium City Centre → Samaypur Badli),285.1
220,276,Yellow Line (Samaypur Badli → Millennium City Centre),242.4
221,282,Red Line (Rithala → Shaheed Sthal),156.2
221,348,Red Line (Shaheed Sthal → Rithala),84.0
222,288,Green Line (Brigadier Hoshiyar Singh => Inderlok),142.2
222,398,Green Line (Inderlok => Brigadier Hoshiyar Singh),95.5
222,424,Green Line (Ashok Park Main => Kirti Nagar),114.4
223,421,Pink Line (Maujpur - Babarpur → Shiv Vihar),202.2
223,465,Pink Line (Shiv Vihar → Maujpur - Babarpur),120.8
224,334,Pink Line (Shiv Vihar → Maujpur - Babarpur),219.9
224,433,Pink Line (Maujpur - Babarpur → Shiv Vihar),175.7
225,216,Yellow Line (Millennium City Centre → Samaypur Badli),151.5
225,346,Yellow Line (Samaypur Badli → Millennium City Centre),148.8
226,420,Violet Line (Kashmere Gate → Raja Nahar Singh),179.0
226,458,Violet Line (Raja Nahar Singh → Kashmere Gate),114.7
227,386,Violet Line (Kashmere Gate → Raja Nahar Singh),139.5
227,425,Violet Line (Raja Nahar Singh → Kashmere Gate),181.3
228,235,Green Line (Inderlok => Brigadier Hoshiyar Singh),184.7
228,389,Green Line (Brigadier Hoshiyar Singh => Inderlok),162.3
229,337,Blue Line (Dwarka Sector 21 → Noida Electronic City),106.1
229,407,Blue Line (Noida Electronic City → Dwarka Sector 21),64.9
230,268,Violet Line (Kashmere Gate → Raja Nahar Singh),183.2
230,362,Violet Line (Raja Nahar Singh → Kashmere Gate),136.8
231,319,Pink Line (Maujpur - Babarpur → Shiv Vihar),86.0
231,470,Pink Line (Shiv Vihar → Maujpur - Babarpur),151.2
232,277,Magenta Line (Majlis Park → Deepali Chowk),213.0
232,334,Magenta Line (Deepali Chowk → Majlis Park),204.9
233,423,Pink Line (Maujpur - Babarpur → Shiv Vihar),123.5
233,443,Pink Line (Shiv Vihar → Maujpur - Babarpur),158.1
234,373,Blue Line (Dwarka Sector 21 → Noida Electronic City),129.7
234,376,Blue Line (Noida Electronic City → Dwarka Sector 21),116.7
234,383,Magenta Line (Botanical Garden → Krishna Park Extension),180.1
235,228,Green Line (Brigadier Hoshiyar Singh => Inderlok),184.4
236,304,Pink Line (Shiv Vihar → Maujpur - Babarpur),153.2
236,334,Pink Line (Maujpur - Babarpur → Shiv Vihar),189.0
237,299,Violet Line (Raja Nahar Singh → Kashmere Gate),119.0
237,320,Violet Line (Kashmere Gate → Raja Nahar Singh),234.5
237,392,Yellow Line (Millennium City Centre → Samaypur Badli),85.0
237,427,Yellow Line (Samaypur Badli → Millennium City Centre),74.7
238,239,Yellow Line (Samaypur Badli → Millennium City Centre),114.3
238,316,Yellow Line (Millennium City Centre → Samaypur Badli),108.5
239,238,Yellow Line (Millennium City Centre → Samaypur Badli),114.0
239,368,Yellow Line (Samaypur Badli → Millennium City Centre),78.0
240,400,Yellow Line (Millennium City Centre → Samaypur Badli),139.1
240,448,Yellow Line (Samaypur Badli → Millennium City Centre),170.6
241,274,Magenta Line (Krishna Park Extension → Botanical Garden),84.2
241,388,Magenta Line (Botanical Garden → Krishna Park Extension),95.7
242,316,Yellow Line (Samaypur Badli → Millennium City Centre),113.9
242,464,Yellow Line (Millennium City Centre → Samaypur Badli),116.0
243,244,Magenta Line (Krishna Park Extension → Botanical Garden),165.0
243,297,Magenta Line (Botanical Garden → Krishna Park Extension),171.5
244,243,Magenta Line (Botanical Garden → Krishna Park Extension),165.0
244,387,Magenta Line (Krishna Park Extension → Botanical Garden),151.5
245,332,Magenta Line (Deepali Chowk → Majlis Park),136.9
246,250,Airport Express Line (Dwarka Sector 25 → New Delhi Airport Express Terminal),656.7
246,284,Airport Express Line (New Delhi Airport Express Terminal → Dwarka Sector 25),361.8
247,253,Pink Line (Maujpur - Babarpur → Shiv Vihar),374.5
247,360,Pink Line (Shiv Vihar → Maujpur - Babarpur),189.1
248,287,Violet Line (Kashmere Gate → Raja Nahar Singh),129.1
248,294,Violet Line (Raja Nahar Singh → Kashmere Gate),130.5
249,355,Grey Line (Dhansa Bus Stand → Dwarka),82.6
250,246,Airport Express Line (New Delhi Airport Express Terminal → Dwarka Sector 25),656.9
250,439,Airport Express Line (Dwarka Sector 25 → New Delhi Airport Express Terminal),669.0
251,215,Yellow Line (Samaypur Badli → Millennium City Centre),86.9
251,307,Yellow Line (Millennium City Centre → Samaypur Badli),149.2
251,423,Pink Line (Shiv Vihar → Maujpur - Babarpur),100.9
251,445,Pink Line (Maujpur - Babarpur → Shiv Vihar),146.0
252,305,Red Line (Shaheed Sthal → Rithala),93.7
252,430,Red Line (Rithala → Shaheed Sthal),127.7
253,247,Pink Line (Shiv Vihar → Maujpur - Babarpur),374.6
253,443,Pink Line (Maujpur - Babarpur → Shiv Vihar),141.5
254,256,Blue Line (Dwarka Sector 21 → Noida Electronic City),119.8
254,261,Blue Line (Noida Electronic City → Dwarka Sector 21),152.2
255,357,Grey Line (Dwarka → Dhansa Bus Stand),123.5
256,254,Blue Line (Noida Electronic City → Dwarka Sector 21),119.3
256,361,Blue Line (Dwarka Sector 21 → Noida Electronic City),121.8
257,258,Blue Line (Dwarka Sector 21 → Noida Electronic City),104.1
257,264,Blue Line (Noida Electronic City → Dwarka Sector 21),113.2
258,257,Blue Line (Noida Electronic City → Dwarka Sector 21),104.1
258,259,Blue Line (Dwarka Sector 21 → Noida Electronic City),112.3
259,258,Blue Line (Noida Electronic City → Dwarka Sector 21),112.3
259,260,Blue Line (Dwarka Sector 21 → Noida Electronic City),92.6
260,259,Blue Line (Noida Electronic City → Dwarka Sector 21),92.6
260,261,Blue Line (Dwarka Sector 21 → Noida Electronic City),98.8
261,254,Blue Line (Dwarka Sector 21 → Noida Electronic City),152.7
261,260,Blue Line (Noida Electronic City → Dwarka Sector 21),98.8
262,263,Blue Line (Dwarka Sector 21 → Noida Electronic City),182.1
262,284,Airport Express Line (Dwarka Sector 25 → New Delhi Airport Express Terminal),293.7
262,471,Airport Express Line (New Delhi Airport Express Terminal → Dwarka Sector 25),138.2
263,262,Blue Line (Noida Electronic City → Dwarka Sector 21),182.3
263,264,Blue Line (Dwarka Sector 21 → Noida Electronic City),102.8
264,257,Blue Line (Dwarka Sector 21 → Noida Electronic City),113.0
264,263,Blue Line (Noida Electronic City → Dwarka Sector 21),103.0
265,399,Pink Line (Shiv Vihar → Maujpur - Babarpur),211.2
265,409,Pink Line (Maujpur - Babarpur → Shiv Vihar),85.9
266,324,Pink Line (Shiv Vihar → Maujpur - Babarpur),97.3
266,468,Pink Line (Maujpur - Babarpur → Shiv Vihar),120.9
267,336,Pink Line (Maujpur - Babarpur → Shiv Vihar),58.8
267,457,Pink Line (Shiv Vihar → Maujpur - Babarpur),85.7
268,230,Violet Line (Raja Nahar Singh → Kashmere Gate),183.2
268,419,Violet Line (Kashmere Gate → Raja Nahar Singh),182.9
269,346,Yellow Line (Millennium City Centre → Samaypur Badli),138.3
269,466,Yellow Line (Samaypur Badli → Millennium City Centre),92.7
270,352,Green Line (Brigadier Hoshiyar Singh => Inderlok),216.7
270,454,Green Line (Inderlok => Brigadier Hoshiyar Singh),195.2
271,220,Yellow Line (Samaypur Badli → Millennium City Centre),285.0
271,448,Yellow Line (Millennium City Centre → Samaypur Badli),146.0
272,306,Pink Line (Maujpur - Babarpur → Shiv Vihar),128.7
272,339,Pink Line (Shiv Vihar → Maujpur - Babarpur),137.8
273,279,Violet Line (Kashmere Gate → Raja Nahar Singh),117.9
273,310,Violet Line (Raja Nahar Singh → Kashmere Gate),79.8
274,241,Magenta Line (Botanical Garden → Krishna Park Extension),84.5
274,363,Magenta Line (Krishna Park Extension → Botanical Garden),142.8
275,215,Yellow Line (Millennium City Centre → Samaypur Badli),104.2
275,281,Yellow Line (Samaypur Badli → Millennium City Centre),160.9
276,220,Yellow Line (Millennium City Centre → Samaypur Badli),242.1
276,442,Yellow Line (Samaypur Badli → Millennium City Centre),95.7
277,232,Magenta Line (Deepali Chowk → Majlis Park),214.5
277,278,Magenta Line (Majlis Park → Deepali Chowk),88.2
277,293,Yellow Line (Samaypur Badli → Millennium City Centre),149.0
277,414,Yellow Line (Millennium City Centre → Samaypur Badli),138.2
278,277,Magenta Line (Deepali Chowk → Majlis Park),87.5
278,382,Magenta Line (Majlis Park → Deepali Chowk),143.3
279,273,Violet Line (Raja Nahar Singh → Kashmere Gate),118.8
279,300,Violet Line (Kashmere Gate → Raja Nahar Singh),94.7
280,285,Magenta Line (Botanical Garden → Krishna Park Extension),116.2
280,388,Magenta Line (Krishna Park Extension → Botanical Garden),165.6
281,275,Yellow Line (Millennium City Centre → Samaypur Badli),160.9
281,335,Yellow Line (Samaypur Badli → Millennium City Centre),178.9
282,221,Red Line (Shaheed Sthal → Rithala),156.1
282,431,Red Line (Rithala → Shaheed Sthal),96.3
283,331,Yellow Line (Millennium City Centre → Samaypur Badli),114.7
283,345,Yellow Line (Samaypur Badli → Millennium City Centre),152.2
284,246,Airport Express Line (Dwarka Sector 25 → New Delhi Airport Express Terminal),361.8
284,262,Airport Express Line (New Delhi Airport Express Terminal → Dwarka Sector 25),293.1
285,280,Magenta Line (Krishna Park Extension → Botanical Garden),116.1
285,401,Magenta Line (Botanical Garden → Krishna Park Extension),100.6
286,219,Pink Line (Maujpur - Babarpur → Shiv Vihar),179.5
286,336,Pink Line (Shiv Vihar → Maujpur - Babarpur),103.7
287,248,Violet Line (Raja Nahar Singh → Kashmere Gate),128.9
287,337,Violet Line (Kashmere Gate → Raja Nahar Singh),77.4
288,222,Green Line (Inderlok => Brigadier Hoshiyar Singh),142.9
289,311,Red Line (Shaheed Sthal → Rithala),118.0
289,435,Red Line (Rithala → Shaheed Sthal),125.1
290,449,Blue Line (Noida Electronic City → Dwarka Sector 21),79.7
290,469,Blue Line (Dwarka Sector 21 → Noida Electronic City),191.6
291,339,Pink Line (Maujpur - Babarpur → Shiv Vihar),120.6
291,468,Pink Line (Shiv Vihar → Maujpur - Babarpur),122.4
292,304,Pink Line (Maujpur - Babarpur → Shiv Vihar),113.9
292,444,Pink Line (Shiv Vihar → Maujpur - Babarpur),133.0
293,216,Yellow Line (Samaypur Badli → Millennium City Centre),135.8
293,277,Yellow Line (Millennium City Centre → Samaypur Badli),147.4
294,248,Violet Line (Kashmere Gate → Raja Nahar Singh),130.7
294,328,Violet Line (Raja Nahar Singh → Kashmere Gate),88.0
295,385,Magenta Line (Krishna Park Extension → Botanical Garden),61.0
295,447,Magenta Line (Botanical Garden → Krishna Park Extension),123.1
296,297,Blue Line (Noida Electronic City → Dwarka Sector 21),97.3
296,455,Blue Line (Dwarka Sector 21 → Noida Electronic City),108.4
297,243,Magenta Line (Krishna Park Extension → Botanical Garden),171.8
297,296,Blue Line (Dwarka Sector 21 → Noida Electronic City),97.3
297,325,Magenta Line (Botanical Garden → Krishna Park Extension),230.2
297,460,Blue Line (Noida Electronic City → Dwarka Sector 21),142.7
298,302,Violet Line (Raja Nahar Singh → Kashmere Gate),83.2
298,327,Violet Line (Kashmere Gate → Raja Nahar Singh),149.0
299,237,Violet Line (Kashmere Gate → Raja Nahar Singh),119.1
299,337,Violet Line (Raja Nahar Singh → Kashmere Gate),154.7
300,279,Violet Line (Raja Nahar Singh → Kashmere Gate),94.0
300,422,Violet Line (Kashmere Gate → Raja Nahar Singh),127.3
301,309,Magenta Line (Krishna Park Extension → Botanical Garden),142.0
301,385,Magenta Line (Botanical Garden → Krishna Park Extension),187.8
302,298,Violet Line (Kashmere Gate → Raja Nahar Singh),83.4
302,320,Violet Line (Raja Nahar Singh → Kashmere Gate),170.6
303,315,Blue Line (Noida Electronic City → Dwarka Sector 21),116.9
303,410,Blue Line (Dwarka Sector 21 → Noida Electronic City),107.0
304,236,Pink Line (Maujpur - Babarpur → Shiv Vihar),158.6
304,292,Pink Line (Shiv Vihar → Maujpur - Babarpur),114.0
305,252,Red Line (Rithala → Shaheed Sthal),93.7
305,338,Red Line (Shaheed Sthal → Rithala),118.4
306,272,Pink Line (Shiv Vihar → Maujpur - Babarpur),129.3
306,437,Pink Line (Maujpur - Babarpur → Shiv Vihar),100.4
307,251,Yellow Line (Samaypur Badli → Millennium City Centre),149.3
307,330,Yellow Line (Millennium City Centre → Samaypur Badli),126.7
308,349,Violet Line (Raja Nahar Singh → Kashmere Gate),132.7
308,364,Violet Line (Kashmere Gate → Raja Nahar Singh),110.2
309,301,Magenta Line (Botanical Garden → Krishna Park Extension),142.9
309,383,Magenta Line (Krishna Park Extension → Botanical Garden),166.5
310,273,Violet Line (Kashmere Gate → Raja Nahar Singh),80.0
310,363,Magenta Line (Botanical Garden → Krishna Park Extension),71.1
310,364,Violet Line (Raja Nahar Singh → Kashmere Gate),78.6
310,384,Magenta Line (Krishna Park Extension → Botanical Garden),94.3
311,289,Red Line (Rithala → Shaheed Sthal),118.0
311,318,Red Line (Shaheed Sthal → Rithala),82.6
312,218,Blue Line (Yamuna Bank → Vaishali),109.6
312,396,Blue Line (Vaishali → Yamuna Bank),133.2
313,219,Pink Line (Shiv Vihar → Maujpur - Babarpur),99.9
313,314,Pink Line (Maujpur - Babarpur → Shiv Vihar),117.0
314,313,Pink Line (Shiv Vihar → Maujpur - Babarpur),117.9
314,324,Pink Line (Maujpur - Babarpur → Shiv Vihar),76.2
315,303,Blue Line (Dwarka Sector 21 → Noida Electronic City),117.2
315,406,Blue Line (Noida Electronic City → Dwarka Sector 21),106.8
316,238,Yellow Line (Samaypur Badli → Millennium City Centre),108.8
316,242,Yellow Line (Millennium City Centre → Samaypur Badli),114.0
316,328,Violet Line (Kashmere Gate → Raja Nahar Singh),158.4
316,436,Red Line (Rithala → Shaheed Sthal),229.2
316,456,Red Line (Shaheed Sthal → Rithala),119.4
317,218,Blue Line (Vaishali → Yamuna Bank),87.1
317,462,Blue Line (Yamuna Bank → Vaishali),163.9
318,311,Red Line (Rithala → Shaheed Sthal),82.6
318,365,Red Line (Shaheed Sthal → Rithala),125.6
319,231,Pink Line (Shiv Vihar → Maujpur - Babarpur),85.9
319,356,Pink Line (Maujpur - Babarpur → Shiv Vihar),129.6
320,237,Violet Line (Raja Nahar Singh → Kashmere Gate),235.0
320,302,Violet Line (Kashmere Gate → Raja Nahar Singh),170.9
321,424,Green Line (Kirti Nagar => Ashok Park Main),108.8
322,350,Blue Line (Noida Electronic City → Dwarka Sector 21),87.9
322,428,Blue Line (Dwarka Sector 21 → Noida Electronic City),92.0
323,332,Red Line (Shaheed Sthal → Rithala),104.8
323,365,Red Line (Rithala → Shaheed Sthal),124.6
324,266,Pink Line (Maujpur - Babarpur → Shiv Vihar),97.3
324,314,Pink Line (Shiv Vihar → Maujpur - Babarpur),75.5
325,297,Magenta Line (Krishna Park Extension → Botanical Garden),229.8
326,445,Pink Line (Shiv Vihar → Maujpur - Babarpur),182.4
326,465,Pink Line (Maujpur - Babarpur → Shiv Vihar),119.8
327,298,Violet Line (Raja Nahar Singh → Kashmere Gate),148.7
327,349,Violet Line (Kashmere Gate → Raja Nahar Singh),75.4
328,294,Violet Line (Kashmere Gate → Raja Nahar Singh),87.6
328,316,Violet Line (Raja Nahar Singh → Kashmere Gate),157.3
329,370,Blue Line (Yamuna Bank → Vaishali),117.7
329,469,Blue Line (Vaishali → Yamuna Bank),132.8
330,307,Yellow Line (Samaypur Badli → Millennium City Centre),126.8
330,427,Yellow Line (Millennium City Centre → Samaypur Badli),142.6
331,283,Yellow Line (Samaypur Badli → Millennium City Centre),113.8
331,442,Yellow Line (Millennium City Centre → Samaypur Badli),136.4
332,245,Magenta Line (Majlis Park → Deepali Chowk),137.1
332,323,Red Line (Rithala → Shaheed Sthal),104.8
332,382,Magenta Line (Deepali Chowk → Majlis Park),142.0
332,413,Red Line (Shaheed Sthal → Rithala),81.6
333,390,Green Line (Inderlok => Brigadier Hoshiyar Singh),73.4
333,438,Green Line (Brigadier Hoshiyar Singh => Inderlok),115.3
334,224,Pink Line (Maujpur - Babarpur → Shiv Vihar),214.3
334,232,Magenta Line (Majlis Park → Deepali Chowk),200.2
334,236,Pink Line (Shiv Vihar → Maujpur - Babarpur),194.7
335,281,Yellow Line (Millennium City Centre → Samaypur Badli),179.0
335,417,Yellow Line (Samaypur Badli → Millennium City Centre),100.6
336,267,Pink Line (Shiv Vihar → Maujpur - Babarpur),57.8
336,286,Pink Line (Maujpur - Babarpur → Shiv Vihar),102.8
337,229,Blue Line (Noida Electronic City → Dwarka Sector 21),106.3
337,287,Violet Line (Raja Nahar Singh → Kashmere Gate),76.6
337,299,Violet Line (Kashmere Gate → Raja Nahar Singh),154.1
337,449,Blue Line (Dwarka Sector 21 → Noida Electronic City),89.4
338,305,Red Line (Rithala → Shaheed Sthal),118.4
338,429,Red Line (Shaheed Sthal → Rithala),115.0
339,272,Pink Line (Maujpur - Babarpur → Shiv Vihar),137.9
339,291,Pink Line (Shiv Vihar → Maujpur - Babarpur),120.4
339,470,Pink Line (Maujpur - Babarpur → Shiv Vihar),121.5
340,360,Pink Line (Maujpur - Babarpur → Shiv Vihar),164.7
340,409,Pink Line (Shiv Vihar → Maujpur - Babarpur),173.4
341,217,Blue Line (Noida Electronic City → Dwarka Sector 21),191.6
341,343,Blue Line (Dwarka Sector 21 → Noida Electronic City),122.9
342,421,Pink Line (Shiv Vihar → Maujpur - Babarpur),385.4
342,440,Pink Line (Maujpur - Babarpur → Shiv Vihar),86.0
343,341,Blue Line (Noida Electronic City → Dwarka Sector 21),123.0
343,367,Blue Line (Dwarka Sector 21 → Noida Electronic City),95.8
344,354,Violet Line (Raja Nahar Singh → Kashmere Gate),107.4
344,425,Violet Line (Kashmere Gate → Raja Nahar Singh),122.8
345,283,Yellow Line (Millennium City Centre → Samaypur Badli),151.7
346,225,Yellow Line (Millennium City Centre → Samaypur Badli),148.7
346,269,Yellow Line (Samaypur Badli → Millennium City Centre),138.3
347,422,Violet Line (Raja Nahar Singh → Kashmere Gate),121.5
347,458,Violet Line (Kashmere Gate → Raja Nahar Singh),209.1
348,221,Red Line (Rithala → Shaheed Sthal),84.0
348,441,Red Line (Shaheed Sthal → Rithala),137.7
349,308,Violet Line (Kashmere Gate → Raja Nahar Singh),132.4
349,327,Violet Line (Raja Nahar Singh → Kashmere Gate),75.7
350,322,Blue Line (Dwarka Sector 21 → Noida Electronic City),88.4
350,411,Blue Line (Noida Electronic City → Dwarka Sector 21),125.9
351,352,Green Line (Inderlok => Brigadier Hoshiyar Singh),138.7
351,404,Green Line (Brigadier Hoshiyar Singh => Inderlok),137.2
352,270,Green Line (Inderlok => Brigadier Hoshiyar Singh),216.7
352,351,Green Line (Brigadier Hoshiyar Singh => Inderlok),138.7
353,401,Magenta Line (Krishna Park Extension → Botanical Garden),131.8
353,463,Magenta Line (Botanical Garden → Krishna Park Extension),143.8
354,344,Violet Line (Kashmere Gate → Raja Nahar Singh),107.4
354,420,Violet Line (Raja Nahar Singh → Kashmere Gate),237.7
355,249,Grey Line (Dwarka → Dhansa Bus Stand),82.6
355,357,Grey Line (Dhansa Bus Stand → Dwarka),251.8
356,319,Pink Line (Shiv Vihar → Maujpur - Babarpur),129.6
356,444,Pink Line (Maujpur - Babarpur → Shiv Vihar),155.8
357,255,Grey Line (Dhansa Bus Stand → Dwarka),124.4
357,355,Grey Line (Dwarka → Dhansa Bus Stand),251.9
