id,name,system,city,lat,lon
415,Lucknow Charbagh,Indian Railways,Indian Railways,26.830427,80.924412
416,Lucknow Junction,Indian Railways,Indian Railways,26.831686,80.921673
417,Ludhiana Junction,Indian Railways,Indian Railways,30.913113,75.847803
418,Madan Mahal,Indian Railways,Indian Railways,23.160658,79.919526
419,Madgaon Junction,Indian Railways,Indian Railways,15.267977,73.970158
420,Madhupur Junction,Indian Railways,Indian Railways,24.270811,86.642558
421,Madurai Junction,Indian Railways,Indian Railways,9.919278,78.110205
422,Mahalaxmi,Indian Railways,Indian Railways,18.982185,72.823992
423,Mahbubnagar,Indian Railways,Indian Railways,16.757625,77.999392
424,Mahesana Junction,Indian Railways,Indian Railways,23.601812,72.389037
425,Mahim Junction,Indian Railways,Indian Railways,19.040798,72.846932
426,Mahwa,Indian Railways,Indian Railways,27.462447,76.615256
427,Mahé,Indian Railways,Indian Railways,11.698978,75.546656
428,Maihar,Indian Railways,Indian Railways,24.256022,80.763801
429,Malad,Indian Railways,Indian Railways,19.186811,72.848785
430,Malakhera,Indian Railways,Indian Railways,27.390852,76.618986
431,Malakpet,Indian Railways,Indian Railways,17.375865,78.494725
432,Malavali,Indian Railways,Indian Railways,18.744214,73.480164
433,Malda Town,Indian Railways,Indian Railways,25.015897,88.130582
434,Malhaur,Indian Railways,Indian Railways,26.853683,81.040798
435,Malkajgiri,Indian Railways,Indian Railways,17.448491,78.529309
436,Mambalam,Indian Railways,Indian Railways,13.037967,80.227703
437,Mandaveli,Indian Railways,Indian Railways,13.027991,80.260571
438,Mangalore Junction,Indian Railways,Indian Railways,12.866423,74.879504
439,Mangaluru Central,Indian Railways,Indian Railways,12.862502,74.843466
440,Mangaluru Junction,Indian Railways,Indian Railways,12.866160,74.882970
441,Manikpur Junction,Indian Railways,Indian Railways,25.063353,81.094021
442,Manjhagarh,Indian Railways,Indian Railways,26.417625,84.504527
443,Mankapur Junction,Indian Railways,Indian Railways,27.038511,82.227844
444,Mankhurd,Indian Railways,Indian Railways,19.048136,72.931912
445,Manmad Junction,Indian Railways,Indian Railways,20.250024,74.438864
446,Mansarovar,Indian Railways,Indian Railways,19.016469,73.080615
447,Mantralayam Road,Indian Railways,Indian Railways,15.944615,77.297951
448,Maraimalai Nagar Kamarajar,Indian Railways,Indian Railways,12.796482,80.020191
449,Mararikulam,Indian Railways,Indian Railways,9.597776,76.317807
450,Marhaura,Indian Railways,Indian Railways,25.968859,84.850938
451,Marine Lines,Indian Railways,Indian Railways,18.946609,72.823133
452,Masjid,Indian Railways,Indian Railways,18.951830,72.838192
453,Masrakh Junction,Indian Railways,Indian Railways,26.100264,84.809313
454,Mathura Junction,Indian Railways,Indian Railways,27.480442,77.673221
455,Matunga,Indian Railways,Indian Railways,19.027454,72.850155
456,Matunga Road,Indian Railways,Indian Railways,19.028104,72.846888
457,Mau Junction,Indian Railways,Indian Railways,25.939591,83.564197
458,Medchal,Indian Railways,Indian Railways,17.641311,78.475106
459,Meenambakkam,Indian Railways,Indian Railways,12.984747,80.175214
460,Meerut Cantonment,Indian Railways,Indian Railways,29.016413,77.686866
461,Meerut City Junction,Indian Railways,Indian Railways,28.977121,77.674651
462,Mira Road,Indian Railways,Indian Railways,19.281283,72.855943
463,Modinagar,Indian Railways,Indian Railways,28.828696,77.572579
464,Mondh,Indian Railways,Indian Railways,25.426915,82.486850
465,Mora,Indian Railways,Indian Railways,27.511346,77.582092
466,Moradabad Junction,Indian Railways,Indian Railways,28.830997,78.766049
467,Morena,Indian Railways,Indian Railways,26.501576,78.003357
468,Mulki,Indian Railways,Indian Railways,13.070774,74.805658
469,Mulund,Indian Railways,Indian Railways,19.172504,72.956949
470,Mumbai CSMT (Suburban),Indian Railways,Indian Railways,18.940675,72.835489
471,Mumbai Central,Indian Railways,Indian Railways,18.970095,72.819268
472,Mumbai Central (local),Indian Railways,Indian Railways,18.970702,72.818861
473,Mumbra,Indian Railways,Indian Railways,19.190079,73.023422
474,Mundakakanni Amman Koil,Indian Railways,Indian Railways,13.040629,80.270044
475,Muri Junction,Indian Railways,Indian Railways,23.377926,85.867084
476,Murshidabad,Indian Railways,Indian Railways,24.176867,88.281700
477,Muzaffarnagar,Indian Railways,Indian Railways,29.469122,77.708196
478,Mysore Junction,Indian Railways,Indian Railways,12.316829,76.645529
479,NPA Shivaram Pally,Indian Railways,Indian Railways,17.323051,78.436567
480,Nagda Junction,Indian Railways,Indian Railways,23.456188,75.412503
481,Nagothane,Indian Railways,Indian Railways,18.540264,73.140864
482,Nagpur Junction,Indian Railways,Indian Railways,21.152281,79.088632
483,Naharkatiya,Indian Railways,Indian Railways,27.289191,95.329651
484,Nahur,Indian Railways,Indian Railways,19.154657,72.946656
485,Naigaon,Indian Railways,Indian Railways,19.352115,72.845959
486,Naihati Junction,Indian Railways,Indian Railways,22.887006,88.417653
487,Naini Junction,Indian Railways,Indian Railways,25.393638,81.860035
488,Nalla Sopara,Indian Railways,Indian Railways,19.418378,72.818785
489,Namakkal,Indian Railways,Indian Railways,11.225936,78.179441
490,Namrup,Indian Railways,Indian Railways,27.196611,95.314134
491,Nandgaon,Indian Railways,Indian Railways,20.309411,74.660419
492,Nandi,Indian Railways,Indian Railways,13.377064,77.711049
493,Narsinghpur,Indian Railways,Indian Railways,22.942912,79.214654
494,Nashik Road,Indian Railways,Indian Railways,19.947986,73.842368
495,Nature Cure Hospital,Indian Railways,Indian Railways,17.445754,78.452300
496,Navade Road,Indian Railways,Indian Railways,19.053790,73.102891
497,Nayagaon,Indian Railways,Indian Railways,25.762773,85.098229
498,Necklace Road,Indian Railways,Indian Railways,17.424506,78.462631
499,Nepanagar,Indian Railways,Indian Railways,21.463944,76.397045
500,Neral Junction,Indian Railways,Indian Railways,19.027261,73.318538
501,Neredmet,Indian Railways,Indian Railways,17.478110,78.536670
502,Nerul,Indian Railways,Indian Railways,19.033553,73.018154
503,Netaji SC Bose Junction Gomoh,Indian Railways,Indian Railways,23.871795,86.152629
504,New Delhi,Indian Railways,Indian Railways,28.642444,77.220626
505,New Jalpaiguri Junction,Indian Railways,Indian Railways,26.682606,88.443296
506,New Karimganj Junction,Indian Railways,Indian Railways,24.842968,92.394793
507,New Tinsukia Junction,Indian Railways,Indian Railways,27.479644,95.334109
508,Nhava Sheva,Indian Railways,Indian Railways,18.898221,72.988177
509,Nidi,Indian Railways,Indian Railways,18.473974,73.107557
510,Nilaje,Indian Railways,Indian Railways,19.155651,73.080065
511,Nileshwar,Indian Railways,Indian Railways,12.255877,75.135796
512,Nungambakkam,Indian Railways,Indian Railways,13.065378,80.232754
513,Ootwar,Indian Railways,Indian Railways,27.626136,76.732196
514,Pachora Junction,Indian Railways,Indian Railways,20.669471,75.349555
515,Pagla Chandi,Indian Railways,Indian Railways,23.731803,88.305452
516,Palakkad,Indian Railways,Indian Railways,10.800454,76.639284
517,Palanpur Junction,Indian Railways,Indian Railways,24.175083,72.430622
518,Palasdhari,Indian Railways,Indian Railways,18.883573,73.321130
519,Palavanthangal,Indian Railways,Indian Railways,12.990261,80.187010
520,Pallavaram,Indian Railways,Indian Railways,12.967939,80.152326
521,Panchpatia Deoria,Indian Railways,Indian Railways,25.768490,84.936244
522,Panipat Junction,Indian Railways,Indian Railways,29.390329,76.964085
523,Panki,Indian Railways,Indian Railways,26.459612,80.239461
524,Panvel,Indian Railways,Indian Railways,18.990853,73.121217
525,Paranur,Indian Railways,Indian Railways,12.730120,79.983963
526,Parasnath,Indian Railways,Indian Railways,23.987500,86.037828
527,Paravur,Indian Railways,Indian Railways,8.815058,76.669329
528,Parel,Indian Railways,Indian Railways,19.009507,72.837609
529,Parmanandpur Junction,Indian Railways,Indian Railways,25.741710,85.134243
530,Parsa Kerwan Halt,Indian Railways,Indian Railways,26.053428,84.827105
531,Parsabad,Indian Railways,Indian Railways,24.307877,85.739105
532,Parsipur,Indian Railways,Indian Railways,25.370604,82.637422
533,Paterhi,Indian Railways,Indian Railways,25.917719,84.800777
534,Pathankot Cantonment,Indian Railways,Indian Railways,32.259538,75.635377
535,Patliputra,Indian Railways,Indian Railways,25.621649,85.068801
536,Patna Junction,Indian Railways,Indian Railways,25.602885,85.137601
537,Pattabiram,Indian Railways,Indian Railways,13.118763,80.065012
538,Pattaravakkam,Indian Railways,Indian Railways,13.114501,80.166445
539,Payangadi,Indian Railways,Indian Railways,12.021825,75.259966
540,Payyanur,Indian Railways,Indian Railways,12.091338,75.195412
541,Pen,Indian Railways,Indian Railways,18.735370,73.086692
542,Perambur,Indian Railways,Indian Railways,13.107405,80.244162
543,Perambur Carriage Works,Indian Railways,Indian Railways,13.107356,80.238955
544,Perambur Loco Works,Indian Railways,Indian Railways,13.108252,80.225802
545,Perungudi,Indian Railways,Indian Railways,12.975869,80.231993
546,Phaphamau Junction,Indian Railways,Indian Railways,25.525657,81.867070
547,Phaphund,Indian Railways,Indian Railways,26.632187,79.554308
548,Phenhara,Indian Railways,Indian Railways,26.534046,85.157470
549,Phulpur,Indian Railways,Indian Railways,25.551988,82.090604
550,Pimpri,Indian Railways,Indian Railways,18.623062,73.802305
551,Pipariya,Indian Railways,Indian Railways,22.753928,78.354929
552,Plassey,Indian Railways,Indian Railways,23.778023,88.285045
553,Potheri,Indian Railways,Indian Railways,12.820757,80.036874
554,Prabhadevi,Indian Railways,Indian Railways,19.007333,72.835804
555,Prayag Junction,Indian Railways,Indian Railways,25.467871,81.867759
556,Pune Junction,Indian Railways,Indian Railways,18.529324,73.873069
557,Puratchi Thalaivar Dr. M. G. Ramachandran Central,Indian Railways,Indian Railways,13.083520,80.275360
558,Putlur,Indian Railways,Indian Railways,13.123105,79.937302
559,Puzhudivakkam,Indian Railways,Indian Railways,12.977157,80.205423
560,Quilandi,Indian Railways,Indian Railways,11.446231,75.693524
561,Rabale,Indian Railways,Indian Railways,19.136904,73.002716
562,Radhakund,Indian Railways,Indian Railways,27.539422,77.521449
563,Raichur,Indian Railways,Indian Railways,16.193294,77.339423
564,Raipur Junction,Indian Railways,Indian Railways,21.257281,81.629692
565,Rajapatti,Indian Railways,Indian Railways,26.180440,84.808748
566,Rajepur,Indian Railways,Indian Railways,26.360391,85.211977
567,Rajgarh,Indian Railways,Indian Railways,27.242539,76.606393
568,Rajnandgaon,Indian Railways,Indian Railways,21.101289,81.037815
569,Ram Mandir,Indian Railways,Indian Railways,19.151381,72.850058
570,Ramachandrapuram TS,Indian Railways,Indian Railways,17.509711,78.282184
571,Ramakistapuram Gate,Indian Railways,Indian Railways,17.476474,78.528960
572,Ramgarh,Indian Railways,Indian Railways,27.577020,76.811100
573,Rampur Junction,Indian Railways,Indian Railways,28.778535,79.023229
574,Ranaghat Junction,Indian Railways,Indian Railways,23.174823,88.569012
575,Ranchi,Indian Railways,Indian Railways,23.349235,85.336120
576,Rangiya Junction,Indian Railways,Indian Railways,26.446386,91.607416
577,Rani Kamlapati,Indian Railways,Indian Railways,23.221049,77.440072
578,Ranjanpada,Indian Railways,Indian Railways,18.909268,73.015872
579,Rasayani,Indian Railways,Indian Railways,18.894053,73.151810
580,Ratan Sarai,Indian Railways,Indian Railways,26.373766,84.573867
581,Ratlam Junction,Indian Railways,Indian Railways,23.340240,75.050162
582,Ratnagiri,Indian Railways,Indian Railways,17.003304,73.358295
583,Raver,Indian Railways,Indian Railways,21.222289,76.044725
584,Reay Road,Indian Railways,Indian Railways,18.977429,72.844242
585,Renigunta Junction,Indian Railways,Indian Railways,13.639141,79.507084
586,Renukut,Indian Railways,Indian Railways,24.203218,83.039860
587,Roha,Indian Railways,Indian Railways,18.446875,73.123961
588,Rourkela Junction,Indian Railways,Indian Railways,22.228170,84.861448
589,Rura,Indian Railways,Indian Railways,26.485195,79.908040
590,Sabarmati Junction,Indian Railways,Indian Railways,23.077813,72.588515
591,Sadar Bazar,Indian Railways,Indian Railways,28.658087,77.217009
592,Sadat,Indian Railways,Indian Railways,25.673545,83.308921
593,Safilguda,Indian Railways,Indian Railways,17.461801,78.532959
594,Saharanpur Junction,Indian Railways,Indian Railways,29.961219,77.541122
595,Saidapet,Indian Railways,Indian Railways,13.023412,80.223750
596,Saint Thomas Mount,Indian Railways,Indian Railways,12.995151,80.199125
597,Sakhoti Tanda,Indian Railways,Indian Railways,29.192543,77.718640
598,Sakleshpur,Indian Railways,Indian Railways,12.945530,75.778916
599,Salem,Indian Railways,Indian Railways,11.670506,78.113466
600,Salempur Junction,Indian Railways,Indian Railways,26.297830,83.923587
601,Sambalpur City,Indian Railways,Indian Railways,21.476194,84.007802
602,Sandhurst Road,Indian Railways,Indian Railways,18.961351,72.839487
603,Sanjeevaiah Park,Indian Railways,Indian Railways,17.435700,78.476403
604,Sanpada,Indian Railways,Indian Railways,19.065970,73.009555
605,Santa Cruz (CR),Indian Railways,Indian Railways,19.083907,72.841811
606,Santa Cruz (WR),Indian Railways,Indian Railways,19.081624,72.841606
607,Saragbundia,Indian Railways,Indian Railways,22.213777,82.732869
608,Sarai Chandi,Indian Railways,Indian Railways,25.539384,81.979998
609,Sarai Kansrai,Indian Railways,Indian Railways,25.516001,82.346143
610,Sarai Rohilla,Indian Railways,Indian Railways,28.663259,77.185604
611,Sarojini Nagar,Indian Railways,Indian Railways,28.581235,77.196316
612,Satna Junction,Indian Railways,Indian Railways,24.566893,80.828433
613,Sawai Madhopur Junction,Indian Railways,Indian Railways,26.018086,76.356381
614,Sawarda,Indian Railways,Indian Railways,17.407348,73.513902
615,Sealdah,Indian Railways,Indian Railways,22.567966,88.371105
616,Seawoods,Indian Railways,Indian Railways,19.021819,73.019155
617,Secunderabad Junction,Indian Railways,Indian Railways,17.432998,78.502950
618,Sedam,Indian Railways,Indian Railways,17.181144,77.284953
619,Sevvapet Road,Indian Railways,Indian Railways,13.124938,79.965887
620,Sewapuri,Indian Railways,Indian Railways,25.350844,82.769258
621,Sewri,Indian Railways,Indian Railways,18.998739,72.854544
622,Shahabad,Indian Railways,Indian Railways,17.121662,76.943563
623,Shahad,Indian Railways,Indian Railways,19.244064,73.158199
624,Shahjahanpur,Indian Railways,Indian Railways,27.893404,79.904898
625,Sham Kauria,Indian Railways,Indian Railways,26.034511,84.834125
626,Shankargarh,Indian Railways,Indian Railways,25.180574,81.613687
627,Shelu,Indian Railways,Indian Railways,19.063674,73.317788
628,Sher,Indian Railways,Indian Railways,26.355949,84.616157
629,Shikohabad,Indian Railways,Indian Railways,27.086412,78.574673
630,Shilhauri Halt,Indian Railways,Indian Railways,25.952903,84.833848
631,Shivajinagar,Indian Railways,Indian Railways,18.532596,73.851444
632,Shoranur Junction,Indian Railways,Indian Railways,10.758831,76.272087
633,Shravanabelagola,Indian Railways,Indian Railways,12.871590,76.465783
634,Shridham,Indian Railways,Indian Railways,23.034384,79.484854
635,Sidhwalia,Indian Railways,Indian Railways,26.334575,84.667764
636,Sidlagatta,Indian Railways,Indian Railways,13.392236,77.864160
637,Sihora Road,Indian Railways,Indian Railways,23.466995,80.110170
638,Siliguri Junction,Indian Railways,Indian Railways,26.723689,88.413525
639,Siliguri Town,Indian Railways,Indian Railways,26.705394,88.431090
640,Simaluguri Junction,Indian Railways,Indian Railways,26.917408,94.755982
641,Singaperumal Koil,Indian Railways,Indian Railways,12.761923,80.000780
642,Sion,Indian Railways,Indian Railways,19.047504,72.863852
643,Sir M Visvesvaraya Terminal,Indian Railways,Indian Railways,12.999733,77.641258
644,Sitafalmandi,Indian Railways,Indian Railways,17.428003,78.519821
645,Sitalpur,Indian Railways,Indian Railways,25.768654,85.036157
646,Siwan Junction,Indian Railways,Indian Railways,26.210756,84.358588
647,Sohagpur,Indian Railways,Indian Railways,22.693949,78.194428
648,Solapur,Indian Railways,Indian Railways,17.664548,75.892836
649,Somatne,Indian Railways,Indian Railways,18.952215,73.145126
650,Sonpur Junction,Indian Railways,Indian Railways,25.696857,85.167668
651,Sri Satya Sai Prashanthi Nilayam,Indian Railways,Indian Railways,14.161626,77.758988
652,Srinivasapura,Indian Railways,Indian Railways,13.328651,78.206716
653,Subrahmanya Road,Indian Railways,Indian Railways,12.731734,75.557891
654,Suchitra Centre,Indian Railways,Indian Railways,17.489225,78.472911
655,Sultanpur Junction,Indian Railways,Indian Railways,26.265243,82.067011
656,Surat,Indian Railways,Indian Railways,21.205201,72.840870
657,Surathkal,Indian Railways,Indian Railways,12.994196,74.804884
658,Surer,Indian Railways,Indian Railways,27.190879,76.612769
659,Suriawan,Indian Railways,Indian Railways,25.460950,82.424787
660,Talegaon,Indian Railways,Indian Railways,18.735420,73.672033
661,Taloja Panchand,Indian Railways,Indian Railways,19.078793,73.088214
662,Talvadiya Junction,Indian Railways,Indian Railways,21.927810,76.444629
663,Tambaram,Indian Railways,Indian Railways,12.925833,80.118503
664,Tambaram Sanatorium,Indian Railways,Indian Railways,12.937812,80.131300
665,Tandur,Indian Railways,Indian Railways,17.250707,77.584168
666,Taramani,Indian Railways,Indian Railways,12.978646,80.241054
667,Tatanagar,Indian Railways,Indian Railways,22.768098,86.201632
668,Tejpurwa Halt,Indian Railways,Indian Railways,25.940165,84.820240
669,Telapur,Indian Railways,Indian Railways,17.474867,78.284937
670,Tenua Dumaria Halt,Indian Railways,Indian Railways,25.828308,84.759716
671,Terha Halt,Indian Railways,Indian Railways,25.992328,84.850054
672,Tetulmari,Indian Railways,Indian Railways,23.814603,86.343223
673,Thakurli,Indian Railways,Indian Railways,19.226241,73.098188
674,Thalassery,Indian Railways,Indian Railways,11.754001,75.492448
675,Thane,Indian Railways,Indian Railways,19.186045,72.975999
676,Thansit,Indian Railways,Indian Railways,19.550348,73.352087
677,Thawe Junction,Indian Railways,Indian Railways,26.438871,84.394069
678,Thirumayilai,Indian Railways,Indian Railways,13.035058,80.267212
679,Thirumullaivoyal,Indian Railways,Indian Railways,13.115194,80.137509
680,Thiruvallikeni,Indian Railways,Indian Railways,13.055146,80.280577
681,Thiruvananthapuram Thampanoor Railway Station,Indian Railways,Indian Railways,8.487128,76.951035
682,Thivim,Indian Railways,Indian Railways,15.630000,73.877127
683,Thrissur,Indian Railways,Indian Railways,10.515534,76.208079
684,Tilak Nagar,Indian Railways,Indian Railways,19.065738,72.890298
685,Timarni,Indian Railways,Indian Railways,22.376382,77.230161
686,Tiruchchirappalli Junction,Indian Railways,Indian Railways,10.794427,78.686252
687,Tirumalpur,Indian Railways,Indian Railways,12.956567,79.673763
688,Tiruppur,Indian Railways,Indian Railways,11.108655,77.339666
689,Tirur,Indian Railways,Indian Railways,10.917868,75.921847
690,Tirusulam,Indian Railways,Indian Railways,12.980262,80.165701
691,Tiruttani,Indian Railways,Indian Railways,13.179850,79.612112
692,Tiruvallur,Indian Railways,Indian Railways,13.115814,79.912348
693,Tiruvanmiyur,Indian Railways,Indian Railways,12.989676,80.251328
694,Titwala,Indian Railways,Indian Railways,19.296385,73.203083
695,Trivikramdeo Nagar,Indian Railways,Indian Railways,26.302425,84.709277
696,Tumakuru,Indian Railways,Indian Railways,13.333340,77.103089
697,Tundla Junction,Indian Railways,Indian Railways,27.207933,78.233632
698,Turavur,Indian Railways,Indian Railways,9.774937,76.310416
699,Turbhe,Indian Railways,Indian Railways,19.076153,73.017746
700,Udupi,Indian Railways,Indian Railways,13.337164,74.770956
701,Ugrasenpur,Indian Railways,Indian Railways,25.568176,82.170723
702,Ulhasnagar,Indian Railways,Indian Railways,19.217942,73.163395
703,Umbermali,Indian Railways,Indian Railways,19.628296,73.423019
704,Umdanagar,Indian Railways,Indian Railways,17.263319,78.392597
705,Unnao Junction,Indian Railways,Indian Railways,26.549002,80.486931
706,Uran,Indian Railways,Indian Railways,18.878383,72.952516
707,Uran City,Indian Railways,Indian Railways,18.878247,72.952521
708,Urappakkam,Indian Railways,Indian Railways,12.867366,80.072022
709,Urga,Indian Railways,Indian Railways,22.268892,82.736385
710,Vadakara,Indian Railways,Indian Railways,11.593351,75.587130
711,Vadala Road,Indian Railways,Indian Railways,19.016103,72.858899
712,Vadgaon,Indian Railways,Indian Railways,18.742587,73.636659
713,Vadodara Junction,Indian Railways,Indian Railways,22.310034,73.180679
714,Valsad,Indian Railways,Indian Railways,20.608293,72.933821
715,Vandalur,Indian Railways,Indian Railways,12.891606,80.084974
716,Vangani,Indian Railways,Indian Railways,19.094317,73.300894
717,Vapi,Indian Railways,Indian Railways,20.372725,72.908549
718,Varanasi City,Indian Railways,Indian Railways,25.334690,83.014607
719,Varanasi Junction,Indian Railways,Indian Railways,25.327396,82.986124
720,Varkala Sivagiri,Indian Railways,Indian Railways,8.740741,76.723238
721,Vasai Road,Indian Railways,Indian Railways,19.382740,72.831992
722,Vashi,Indian Railways,Indian Railways,19.063246,72.998946
723,Vasind,Indian Railways,Indian Railways,19.406848,73.267604
724,Vehaj,Indian Railways,Indian Railways,27.482288,77.387314
725,Velachery,Indian Railways,Indian Railways,12.967330,80.219573
726,Venkatagirikote,Indian Railways,Indian Railways,13.326194,77.731171
727,Veppampattu,Indian Railways,Indian Railways,13.123683,79.998440
728,Vidyanagar,Indian Railways,Indian Railways,17.401950,78.511129
729,Vidyavihar,Indian Railways,Indian Railways,19.079474,72.897264
730,Vijayawada Junction,Indian Railways,Indian Railways,16.518272,80.618810
731,Vikarabad Junction,Indian Railways,Indian Railways,17.337394,77.909878
732,Vikhroli,Indian Railways,Indian Railways,19.111780,72.928137
733,Vile Parle,Indian Railways,Indian Railways,19.100029,72.843920
734,Villivakkam,Indian Railways,Indian Railways,13.110113,80.209914
735,Virangana Lakshmibai Jhansi Junction,Indian Railways,Indian Railways,25.445143,78.552971
736,Virar,Indian Railways,Indian Railways,19.454556,72.811851
737,Vithalwadi,Indian Railways,Indian Railways,19.228822,73.148610
738,Vyasarpadi Jeeva,Indian Railways,Indian Railways,13.108958,80.258175
739,Wadi Junction,Indian Railways,Indian Railways,17.052322,76.991745
740,Waghai,Indian Railways,Indian Railways,20.772558,73.500352
741,Yadgir,Indian Railways,Indian Railways,16.744154,77.129755
742,Yakutpura,Indian Railways,Indian Railways,17.359775,78.491891
743,Yamuna Bridge,Indian Railways,Indian Railways,27.192476,78.039583
744,Yamunanagar Jagadhri,Indian Railways,Indian Railways,30.117881,77.286218
745,Yelahanka Junction,Indian Railways,Indian Railways,13.104032,77.592144
746,Yesvantpur Junction,Indian Railways,Indian Railways,13.023934,77.551351
