from,to,line,seconds
137,451,Western Line (fast): Virar => Churchgate,58.9
137,451,Western Line (Slow): Virar => Churchgate,58.5
138,620,Train Express 15018: Gorakhpur → Mumbai LTT,484.5
139,195,Train Express 15018: Gorakhpur → Mumbai LTT,1772.6
139,251,Train Express 15017: Mumbai LTT → Gorakhpur,1733.8
140,684,Harbour Line: Mumbai CSMT → Panvel,86.0
140,684,Harbour Line: Panvel → Mumbai CSMT,88.6
142,146,Chennai Beach - Tambaram suburban line,108.8
142,158,Chennai MRTS: Chennai Beach → Saint Thomas Mount,204.2
143,79,Chennai Central - Thiruvallur suburban line,144.8
144,512,Chennai Beach - Tambaram suburban line,100.9
145,144,Chennai Beach - Tambaram suburban line,153.8
146,147,Chennai Beach - Tambaram suburban line,78.5
147,145,Chennai Beach - Tambaram suburban line,92.6
148,158,Chennai MRTS: Saint Thomas Mount → Chennai Beach,112.2
148,680,Chennai MRTS: Chennai Beach → Saint Thomas Mount,61.5
149,698,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,682.1
150,511,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,361.5
151,376,Train Express 15017: Mumbai LTT → Gorakhpur,1970.8
151,662,Train Express 15018: Gorakhpur → Mumbai LTT,1969.6
152,153,Train Chhapra Junction Sonpur Junction DEMU 75270: Chhapra Junction → Sonpur,152.4
152,208,Train Patliputra Lucknow Junction Express 15033: Patliputra → Lucknow Junction,2039.1
152,208,Train Sonpur Junction Chhapra Junction DEMU 75269: Sonpur Junction → Chhapra Junction,2037.9
153,152,Train Sonpur Junction Chhapra Junction DEMU 75269: Sonpur Junction → Chhapra Junction,152.5
153,247,Train Chhapra Junction Sonpur Junction DEMU 75270: Chhapra Junction → Sonpur,635.6
153,364,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,614.0
154,246,Train MEMU 66591: KSR Bengaluru → Kolar,605.5
155,740,Bilimora-Waghai Narrow Gauge,3193.6
156,124,Central Line: Kalyan Junction → Mumbai CSMT (Slow),84.7
156,167,Central Line: Mumbai CSMT → Kalyan Junction (Slow),49.8
157,10,Pune Suburban Railway: Pune → Lonavala,219.4
157,550,Pune Suburban Railway: Lonavala → Pune,153.5
158,142,Chennai MRTS: Saint Thomas Mount → Chennai Beach,209.7
158,148,Chennai MRTS: Chennai Beach → Saint Thomas Mount,102.3
159,213,Train MEMU 66591: KSR Bengaluru → Kolar,705.8
160,618,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,1565.9
160,739,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,927.5
161,14,Train Rajdhani Express 12453: Ranchi → New Delhi (via Chopan),11459.4
161,586,Train Rajdhani Express 12454: New Delhi → Ranchi (via Chopan),2484.6
162,664,Chennai Beach - Tambaram suburban line,126.4
163,268,Harbour Line: Panvel → Mumbai CSMT,116.4
163,396,Harbour Line: Mumbai CSMT → Panvel,130.3
164,451,Western Line (fast): Churchgate => Virar,102.9
164,451,Western Line (slow): Churchgate => Virar,102.3
165,516,Train Vande Bharat Express 26651: KSR Bengaluru → Ernakulam Junction,3016.3
166,584,Harbour Line: Panvel → Mumbai CSMT,73.0
166,584,Harbour Line: Goregaon → Mumbai CSMT,73.0
166,621,Harbour Line: Mumbai CSMT → Panvel,130.0
166,621,Harbour Line: Mumbai CSMT → Goregaon,130.0
167,156,Central Line: Kalyan Junction → Mumbai CSMT (Slow),51.9
167,528,Central Line: Mumbai CSMT → Kalyan Junction (Slow),132.3
168,95,Train Rajdhani Express 22823: Bhubaneswar → New Delhi (via Tatanagar),6799.5
168,109,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),1656.2
168,109,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),1656.2
168,109,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),1655.7
168,203,Train Rajdhani Express 20817: Bhubaneswar → New Delhi (via Sambalpur City),2878.2
168,303,Train Rajdhani Express 22811: Bhubaneswar → New Delhi (via Adra),4196.7
169,441,Train Express 15018: Gorakhpur → Mumbai LTT,1572.7
169,626,Train Express 15017: Mumbai LTT → Gorakhpur,2308.0
170,431,Hyderabad MMTS: Umdanagar → Lingampalli,84.4
170,431,Hyderabad MMTS: Falaknuma → Secunderabad,84.4
170,431,Hyderabad MMTS: Falaknuma → Ramachandrapuram,84.4
170,431,Hyderabad MMTS: Falaknuma → Hyderabad,84.4
170,431,Hyderabad MMTS: Falaknuma → Lingampalli,84.4
170,742,Hyderabad MMTS: Secunderabad → Falaknuma,52.1
170,742,Hyderabad MMTS: Ramchandrapuram → Falaknuma,52.1
170,742,Hyderabad MMTS: Lingampalli → Falaknuma,52.1
170,742,Hyderabad MMTS: Lingampalli → Umdanagar,52.1
171,425,Western Line (slow): Churchgate => Virar,175.8
171,472,Western Line (fast): Virar => Churchgate,425.9
171,554,Western Line (Slow): Virar => Churchgate,107.3
172,124,Central Line: Kalyan Junction → Mumbai CSMT (Fast),334.4
172,124,Central Line: Khopoli → Mumbai CSMT (Fast),334.4
172,124,Central Line: Kasara → Mumbai CSMT (Fast),334.4
172,126,20705 Mumbai CSMT Vande Bharat Express,577.6
172,396,Central Line: Mumbai CSMT → Kalyan Junction (Fast),469.3
172,396,Central Line: Mumbai CSMT → Kasara (Fast),469.3
172,396,Central Line: Mumbai CSMT → Khopoli (Fast),469.3
172,455,Central Line: Mumbai CSMT → Kalyan Junction (Slow),97.6
172,470,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,613.5
172,470,Train SuperFast Express 12128: Pune → Mumbai CSMT,613.6
172,528,Central Line: Kalyan Junction → Mumbai CSMT (Slow),74.4
172,675,Train SuperFast Express 12127: Mumbai CSMT → Pune,1683.4
173,64,Western Line (fast): Churchgate => Virar,287.1
174,333,Train 11021 Chalukya Express: Dadar → Tirunelveli,2769.1
175,119,Western Line (fast): Virar => Churchgate,170.1
175,119,Western Line (Slow): Virar => Churchgate,169.8
175,462,Western Line (fast): Churchgate => Virar,257.0
175,462,Western Line (slow): Churchgate => Virar,257.0
176,581,Train 12903 Golden Temple Mail: Bandra Terminus → Amritsar,7081.1
177,253,Train MEMU 66591: KSR Bengaluru → Kolar,346.4
178,235,Train Rajdhani Express 12453: Ranchi → New Delhi (via Chopan),1999.1
178,235,Train Rajdhani Express 20407: Ranchi → New Delhi (via Japla),1999.1
178,409,Train Rajdhani Express 20408: New Delhi → Ranchi (via Japla),6596.4
178,409,Train Rajdhani Express 12454: New Delhi → Ranchi (via Chopan),6596.4
179,352,Pune Suburban Railway: Pune → Lonavala,228.7
179,363,Pune Suburban Railway: Lonavala → Pune,150.4
180,639,"Darjeeling Himalayan Railway, ""Toy Train""",2919.2
181,210,Vasai Road-Diva Line (branch): Dativali => Diva,123.1
181,210,Panvel -> Diva MEMU,123.1
181,510,Diva -> Panvel MEMU,297.2
181,510,Diva -> Roha MEMU,297.2
183,17,Double Decker Express 12985: Jaipur → Delhi Sarai Rohilla,5679.6
183,98,Passenger 51974: Jaipur → Mathura,747.6
183,234,Double Decker Express 12986: Delhi Sarai Rohilla → Jaipur,3797.9
183,314,Passenger 51973: Mathura → Jaipur,846.1
184,279,Train Vande Bharat Express 20661: KSR Bengaluru → Dharwad,4722.6
184,279,Train Vande Bharat Express 26752: KSR Bengaluru → Belagavi,4722.6
185,435,Hyderabad MMTS: Medchal → Secunderabad,62.9
185,435,Hyderabad MMTS: Medchal → Hyderabad,62.9
185,435,Hyderabad MMTS: Medchal → Lingampalli,62.9
185,593,Hyderabad MMTS: Lingampalli → Medchal,47.1
185,593,Hyderabad MMTS: Secunderabad → Medchal,47.1
185,593,Hyderabad MMTS: Hyderabad → Medchal,47.1
186,91,Lalgola - Sealdah MEMU Passenger,836.1
186,515,Ranaghat Jn-Lalgola Passenger (UnReserved),346.4
186,515,Sealdah - Lalgola MEMU Passenger,346.4
186,552,Bhagirathi Express,734.7
187,83,Passenger 51973: Mathura → Jaipur,861.4
187,724,Passenger 51974: Jaipur → Mathura,448.0
188,14,Train Rajdhani Express 12301: Howrah → New Delhi (via Gaya),9447.9
188,14,Train Rajdhani Express 22811: Bhubaneswar → New Delhi (via Adra),9447.7
188,14,Train Rajdhani Express 22823: Bhubaneswar → New Delhi (via Tatanagar),9447.7
188,14,Train Rajdhani Express 20817: Bhubaneswar → New Delhi (via Sambalpur City),9447.7
188,14,Train Rajdhani Express 12305: Howrah → New Delhi (via Patna),9447.9
188,14,Train Rajdhani Express 20407: Ranchi → New Delhi (via Japla),9447.9
188,189,Train Rajdhani Express 20840: New Delhi → Ranchi (via Bokaro Steel City),8249.0
188,198,Duronto Express: New Delhi -> Sealdah,26862.6
188,235,Train Rajdhani Express 20408: New Delhi → Ranchi (via Japla),10170.3
188,236,Train Rajdhani Express 12302: New Delhi → Howrah (via Gaya),14145.1
188,236,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),14143.4
188,236,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),14143.4
188,236,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),14143.4
188,343,Duronto Express: Sealdah -> New Delhi,22034.0
188,343,Train Rajdhani Express 20839: Ranchi → New Delhi (via Bokaro Steel City),22037.1
188,343,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,22035.2
188,536,Train Rajdhani Express 12306: New Delhi → Howrah (via Patna),14805.0
188,536,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,14805.2
188,719,Shabd Bhedi Superfast Express: => Ghazipur,1042.3
189,188,Train Rajdhani Express 20839: Ranchi → New Delhi (via Bokaro Steel City),8243.1
189,236,Train Rajdhani Express 20840: New Delhi → Ranchi (via Bokaro Steel City),5977.8
190,10,Pune Suburban Railway: Lonavala → Pune,341.7
190,84,Pune Suburban Railway: Pune → Lonavala,253.2
191,267,Unnamed Line,1230.4
191,267,Double Decker Express 12986: Delhi Sarai Rohilla → Jaipur,1230.4
191,504,Train Rajdhani Express 12957: Ahmedabad → New Delhi,767.9
191,610,Double Decker Express 12985: Jaipur → Delhi Sarai Rohilla,637.3
192,193,Train Express 14521: Delhi → Ambala Cantonment,461.9
193,192,Train Express 14522: Ambala Cantonment → Delhi,461.6
193,241,Train Express 14521: Delhi → Ambala Cantonment,964.4
194,477,Train Express 14522: Ambala Cantonment → Delhi,1703.4
194,594,Train Express 14521: Delhi → Ambala Cantonment,2426.3
195,103,Train Express 15018: Gorakhpur → Mumbai LTT,1483.5
195,139,Train Express 15017: Mumbai LTT → Gorakhpur,1772.4
195,646,Train Patliputra Lucknow Junction Express 15033: Patliputra → Lucknow Junction,4767.9
196,45,Train MEMU 66591: KSR Bengaluru → Kolar,442.9
197,548,Mehsi - Ghaorasahan rail line,1144.8
198,41,Train Rajdhani Express 12302: New Delhi → Howrah (via Gaya),4077.5
198,188,Duronto Express: Sealdah -> New Delhi,26862.6
198,236,Shabd Bhedi Superfast Express: => Ghazipur,13202.3
198,503,Train Gangadamodar Express 13329: Dhanbad Junction → Patna Junction,2127.6
198,526,Train Rajdhani Express 12301: Howrah → New Delhi (via Gaya),3268.1
198,615,Duronto Express: New Delhi -> Sealdah,17309.8
199,23,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,4171.9
199,51,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,4861.7
200,599,Train Vande Bharat Express 20641: Bengaluru Cantonment → Coimbatore,3660.7
201,30,Train Vande Bharat Express 20704: Yesvantpur → Kacheguda,2281.1
201,651,Train Rajdhani Express 22692: Hazrat Nizamuddin → Bengaluru,2142.8
202,86,Train Vande Bharat Express 26752: KSR Bengaluru → Belagavi,4999.5
203,34,Train Rajdhani Express 20817: Bhubaneswar → New Delhi (via Sambalpur City),3934.8
203,168,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),2879.0
204,5,Shatabdi Express 12001: Rani Kamlapati → New Delhi,3741.2
204,467,Shatabdi Express 12002: New Delhi → Rani Kamlapati,1714.7
205,507,Kamrup Express,2820.1
206,7,Trans-Harbour Line (Thane => Vashi),181.2
206,7,Trans-Harbour Line: Thane => Panvel,181.2
206,675,Trans-Harbour Line (Vashi => Thane),144.2
206,675,Trans-Harbour Line: Panvel => Thane,144.2
207,695,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,377.3
208,535,Train Patliputra Lucknow Junction Express 15033: Patliputra → Lucknow Junction,1085.7
208,645,Train Chhapra Junction Sonpur Junction DEMU 75270: Chhapra Junction → Sonpur,303.6
209,421,Train Vande Bharat Express 20672: Bengaluru Cantonment → Madurai,3606.9
210,181,Vasai Road-Diva Line (branch): Diva => Dativali,123.3
210,181,Diva -> Panvel MEMU,123.9
210,181,Diva -> Roha MEMU,123.9
210,385,Vasai Road-Diva Line (main): Diva =>Vasai Road,333.7
210,385,Central Line: Mumbai CSMT → Kalyan Junction (Slow),318.4
210,473,Central Line: Kalyan Junction → Mumbai CSMT (Slow),142.2
211,584,Harbour Line: Mumbai CSMT → Panvel,87.8
211,584,Harbour Line: Mumbai CSMT → Goregaon,87.8
211,602,Harbour Line: Panvel → Mumbai CSMT,57.0
211,602,Harbour Line: Goregaon → Mumbai CSMT,57.0
212,361,Train MEMU 66591: KSR Bengaluru → Kolar,364.3
213,652,Train MEMU 66591: KSR Bengaluru → Kolar,657.9
214,360,Central Line: Khopoli → Mumbai CSMT (Fast),88.0
214,414,Central Line: Mumbai CSMT → Khopoli (Fast),232.2
215,333,Central Line: Mumbai CSMT → Kalyan Junction (Fast),358.6
215,333,Central Line: Mumbai CSMT → Kasara (Fast),371.2
215,333,Central Line: Mumbai CSMT → Khopoli (Fast),358.3
215,385,Central Line: Kalyan Junction → Mumbai CSMT (Slow),90.3
215,673,Central Line: Mumbai CSMT → Kalyan Junction (Slow),110.8
215,675,Central Line: Kalyan Junction → Mumbai CSMT (Fast),873.2
215,675,Central Line: Khopoli → Mumbai CSMT (Fast),873.2
215,675,Central Line: Kasara → Mumbai CSMT (Fast),873.2
216,508,Nerul–Uran line (Uran->Nerul),223.8
216,508,Nerul–Uran line: Uran → CBD Belapur,223.8
216,707,Nerul–Uran line (Nerul -> Uran),95.1
216,707,Nerul–Uran line: CBD Belapur → Uran,95.1
218,304,Train Express 15018: Gorakhpur → Mumbai LTT,610.4
218,457,Train Express 15017: Mumbai LTT → Gorakhpur,1508.4
219,72,Train Chhapra Junction Sonpur Junction DEMU 75270: Chhapra Junction → Sonpur,295.0
219,247,Train Sonpur Junction Chhapra Junction DEMU 75269: Sonpur Junction → Chhapra Junction,322.5
220,564,Train Rajdhani Express 12442: New Delhi → Bilaspur,2560.1
220,568,Train Rajdhani Express 12441: Bilaspur → New Delhi,2052.5
221,41,Shabd Bhedi Superfast Express: => Ghazipur,2963.4
222,152,Train Patliputra Lucknow Junction Express 15033: Patliputra → Lucknow Junction,1972.7
223,11,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,3896.7
223,15,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1222.1
223,683,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,4411.2
224,688,Train Vande Bharat Express 26651: KSR Bengaluru → Ernakulam Junction,3502.9
224,688,Train Vande Bharat Express 20641: Bengaluru Cantonment → Coimbatore,3502.9
225,547,Shatabdi Express 12004: New Delhi → Lucknow,4008.1
225,589,Agra Fort - Lucknow Junction InterCity Semifast Express,6787.5
225,629,Lucknow Junction - Agra Fort InterCity Semifast Express,3980.5
225,697,Shatabdi Express 12003: Lucknow → New Delhi,6543.7
226,292,Hyderabad MMTS: Umdanagar → Lingampalli,91.2
226,292,Hyderabad MMTS: Falaknuma → Secunderabad,91.2
226,292,Hyderabad MMTS: Falaknuma → Ramachandrapuram,91.2
226,292,Hyderabad MMTS: Falaknuma → Hyderabad,91.2
226,292,Hyderabad MMTS: Falaknuma → Lingampalli,91.2
226,479,Hyderabad MMTS: Lingampalli → Umdanagar,302.9
227,1,Unnamed Line,6863.8
227,8,Train Rajdhani Express 12957: Ahmedabad → New Delhi,14050.1
228,100,Hyderabad MMTS: Hyderabad → Lingampalli,167.9
228,100,Hyderabad MMTS: Umdanagar → Lingampalli,167.9
228,100,Hyderabad MMTS: Falaknuma → Ramachandrapuram,167.9
228,100,Hyderabad MMTS: Falaknuma → Lingampalli,167.9
228,100,Hyderabad MMTS: Medchal → Lingampalli,167.9
228,100,Hyderabad MMTS: Secunderabad → Lingampalli,167.9
228,495,Hyderabad MMTS: Lingampalli → Hyderabad,90.5
228,495,Hyderabad MMTS: Ramchandrapuram → Falaknuma,90.5
228,495,Hyderabad MMTS: Lingampalli → Falaknuma,90.5
228,495,Hyderabad MMTS: Lingampalli → Medchal,90.5
228,495,Hyderabad MMTS: Lingampalli → Umdanagar,90.5
228,495,Hyderabad MMTS: Lingampalli → Secunderabad,90.5
229,100,Hyderabad MMTS: Ghatkesar → Lingampalli,242.7
229,654,Hyderabad MMTS: Lingampalli → Ghatkesar,217.0
230,629,Agra Fort - Lucknow Junction InterCity Semifast Express,1421.8
230,697,Lucknow Junction - Agra Fort InterCity Semifast Express,1193.0
231,217,Kamrup Express,11778.6
232,345,Train Express 15017: Mumbai LTT → Gorakhpur,2031.7
232,551,Train Express 15018: Gorakhpur → Mumbai LTT,3434.0
233,328,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,1810.5
233,648,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,5914.4
234,183,Double Decker Express 12985: Jaipur → Delhi Sarai Rohilla,3797.8
234,237,Passenger 51974: Jaipur → Mathura,372.6
234,301,Passenger 51973: Mathura → Jaipur,392.1
234,301,Double Decker Express 12986: Delhi Sarai Rohilla → Jaipur,392.6
235,178,Train Rajdhani Express 20408: New Delhi → Ranchi (via Japla),1999.1
235,178,Train Rajdhani Express 12454: New Delhi → Ranchi (via Chopan),1999.1
235,188,Train Rajdhani Express 20407: Ranchi → New Delhi (via Japla),10163.6
235,586,Train Rajdhani Express 12453: Ranchi → New Delhi (via Chopan),6168.4
236,188,Train Rajdhani Express 12301: Howrah → New Delhi (via Gaya),14141.8
236,188,Shabd Bhedi Superfast Express: => Ghazipur,14141.8
236,188,Train Rajdhani Express 22811: Bhubaneswar → New Delhi (via Adra),14142.0
236,188,Train Rajdhani Express 22823: Bhubaneswar → New Delhi (via Tatanagar),14142.0
236,188,Train Rajdhani Express 20817: Bhubaneswar → New Delhi (via Sambalpur City),14142.0
236,189,Train Rajdhani Express 20839: Ranchi → New Delhi (via Bokaro Steel City),5980.4
236,380,Train Rajdhani Express 20840: New Delhi → Ranchi (via Bokaro Steel City),4852.6
236,380,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),4852.6
236,380,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),4852.6
236,380,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),4852.6
236,380,Train Gangadamodar Express 13330: Patna Junction → Dhanbad Junction,4854.5
236,380,Train Gangadamodar Express 13329: Dhanbad Junction → Patna Junction,4854.5
236,526,Train Rajdhani Express 12302: New Delhi → Howrah (via Gaya),9992.6
237,234,Passenger 51973: Mathura → Jaipur,366.7
237,375,Passenger 51974: Jaipur → Mathura,425.1
238,386,Trans-Harbour Line (Thane => Vashi),109.9
238,386,Trans-Harbour Line: Thane => Panvel,109.9
238,561,Trans-Harbour Line (Vashi => Thane),167.3
238,561,Trans-Harbour Line: Panvel => Thane,167.3
239,136,Hyderabad MMTS: Ghatkesar → Lingampalli,553.0
240,396,Central Line: Kalyan Junction → Mumbai CSMT (Fast),273.5
240,396,Central Line: Khopoli → Mumbai CSMT (Fast),273.5
240,396,Central Line: Kasara → Mumbai CSMT (Fast),273.5
240,675,Central Line: Mumbai CSMT → Kalyan Junction (Fast),954.1
240,675,Central Line: Mumbai CSMT → Kasara (Fast),954.1
240,675,Central Line: Mumbai CSMT → Khopoli (Fast),954.1
240,729,Central Line: Kalyan Junction → Mumbai CSMT (Slow),94.9
240,732,Central Line: Mumbai CSMT → Kalyan Junction (Slow),258.2
241,13,Shatabdi Express 12004: New Delhi → Lucknow,7627.9
241,29,Double Decker Express 12583: Lucknow → Anand Vihar,793.9
241,193,Train Express 14522: Ambala Cantonment → Delhi,962.9
241,461,Train 12903 Golden Temple Mail: Bandra Terminus → Amritsar,3112.2
241,463,Train Express 14521: Delhi → Ambala Cantonment,1729.2
241,466,Double Decker Express 12584: Anand Vihar → Lucknow,9494.0
241,504,Shatabdi Express 12003: Lucknow → New Delhi,1460.0
241,504,Train 64433: Ghaziabad-New Delhi Local,1455.6
241,504,Train 64415: Ghaziabad-New Delhi Local,1455.6
241,504,Train 64441: Ghaziabad-New Delhi Local,1455.6
241,504,Train 64431: Ghaziabad-New Delhi Local,1455.6
241,504,Train 64429: Ghaziabad-New Delhi Local,1455.6
241,504,Train 64425: Ghaziabad-New Delhi Local,1455.6
241,504,Train 64423: Ghaziabad-New Delhi Local,1455.6
242,274,Lucknow Mail: New Delhi -> Lucknow Junction,2556.9
242,504,Lucknow Mail: Lucknow Junction -> New Delhi,1452.3
244,180,"Darjeeling Himalayan Railway, ""Toy Train""",247.4
245,84,Pune Suburban Railway: Lonavala → Pune,180.0
245,660,Pune Suburban Railway: Pune → Lonavala,224.5
246,636,Train MEMU 66591: KSR Bengaluru → Kolar,464.3
247,153,Train Sonpur Junction Chhapra Junction DEMU 75269: Sonpur Junction → Chhapra Junction,635.1
247,219,Train Chhapra Junction Sonpur Junction DEMU 75270: Chhapra Junction → Sonpur,322.5
248,251,Train Patliputra Lucknow Junction Express 15033: Patliputra → Lucknow Junction,10505.0
248,443,Gonda - Varanasi Intercity Express,2015.3
249,482,Train Rajdhani Express 12441: Bilaspur → New Delhi,8586.9
249,568,Train Rajdhani Express 12442: New Delhi → Bilaspur,6933.3
250,677,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,318.2
251,139,Train Express 15018: Gorakhpur → Mumbai LTT,1734.3
251,195,Train Patliputra Lucknow Junction Express 15033: Patliputra → Lucknow Junction,3499.4
252,429,Western Line (slow): Churchgate => Virar,175.7
252,569,Harbour Line: Goregaon → Mumbai CSMT,108.0
252,569,Western Line (Slow): Virar => Churchgate,107.9
253,312,Train MEMU 66591: KSR Bengaluru → Kolar,174.5
254,140,Harbour Line: Panvel → Mumbai CSMT,125.2
254,444,Harbour Line: Mumbai CSMT → Panvel,133.5
255,562,Passenger 51974: Jaipur → Mathura,450.0
255,724,Passenger 51973: Mathura → Jaipur,610.4
256,299,Passenger 51973: Mathura → Jaipur,830.5
256,317,Passenger 51974: Jaipur → Mathura,386.1
257,264,Hyderabad MMTS: Medchal → Secunderabad,368.8
257,264,Hyderabad MMTS: Medchal → Hyderabad,368.8
257,264,Hyderabad MMTS: Medchal → Lingampalli,368.8
257,458,Hyderabad MMTS: Lingampalli → Medchal,250.6
257,458,Hyderabad MMTS: Secunderabad → Medchal,250.6
257,458,Hyderabad MMTS: Hyderabad → Medchal,250.6
258,137,Western Line (fast): Virar => Churchgate,85.8
258,137,Western Line (Slow): Virar => Churchgate,91.0
258,472,Western Line (fast): Churchgate => Virar,66.8
258,472,Western Line (slow): Churchgate => Virar,62.9
259,389,Chennai MRTS: Chennai Beach → Saint Thomas Mount,61.8
259,437,Chennai MRTS: Saint Thomas Mount → Chennai Beach,87.1
260,557,Charminar Express: Hyderabad => Chennai,9148.2
260,730,Charminar Express: Chennai => Hyderabad,19879.2
261,708,Tambaram - Chengelpet suburban line,209.6
262,596,Chennai Beach - Tambaram suburban line,149.4
263,63,Passenger 51973: Mathura → Jaipur,500.1
263,81,Passenger 51974: Jaipur → Mathura,392.8
264,116,Hyderabad MMTS: Medchal → Secunderabad,351.4
264,116,Hyderabad MMTS: Medchal → Hyderabad,351.4
264,116,Hyderabad MMTS: Medchal → Lingampalli,351.4
264,257,Hyderabad MMTS: Lingampalli → Medchal,368.8
264,257,Hyderabad MMTS: Secunderabad → Medchal,368.8
264,257,Hyderabad MMTS: Hyderabad → Medchal,368.8
265,453,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,260.5
266,201,Train Rajdhani Express 22692: Hazrat Nizamuddin → Bengaluru,6566.8
266,447,Train Vande Bharat Express 22232: SMVT Bengaluru → Kalaburagi,6182.6
266,563,Train Rajdhani Express 22691: Bengaluru → Hazrat Nizamuddin,8150.8
267,19,Double Decker Express 12986: Delhi Sarai Rohilla → Jaipur,7913.0
267,191,Double Decker Express 12985: Jaipur → Delhi Sarai Rohilla,1230.5
267,191,Train Rajdhani Express 12957: Ahmedabad → New Delhi,1230.5
267,301,Unnamed Line,15254.5
268,163,Harbour Line: Mumbai CSMT → Panvel,115.8
268,711,Harbour Line: Panvel → Mumbai CSMT,180.0
269,287,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,8046.6
269,576,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,2347.7
270,5,Train Rajdhani Express 22221: Mumbai CSMT → Hazrat Nizamuddin,7669.7
270,5,Train Rajdhani Express 22691: Bengaluru → Hazrat Nizamuddin,7669.7
270,467,Shatabdi Express 12001: Rani Kamlapati → New Delhi,2619.7
270,504,Train Rajdhani Express 12441: Bilaspur → New Delhi,20577.6
270,735,Shatabdi Express 12002: New Delhi → Rani Kamlapati,6717.6
270,735,Train Rajdhani Express 22222: Hazrat Nizamuddin → Mumbai CSMT,6717.2
270,735,Train Rajdhani Express 22692: Hazrat Nizamuddin → Bengaluru,6717.2
270,735,Train Rajdhani Express 12442: New Delhi → Bilaspur,6717.6
271,132,Hyderabad MMTS: Hyderabad → Lingampalli,229.5
271,132,Hyderabad MMTS: Umdanagar → Lingampalli,229.5
271,132,Hyderabad MMTS: Falaknuma → Ramachandrapuram,229.5
271,132,Hyderabad MMTS: Falaknuma → Lingampalli,229.5
271,132,Hyderabad MMTS: Medchal → Lingampalli,229.5
271,132,Hyderabad MMTS: Secunderabad → Lingampalli,229.5
271,132,Hyderabad MMTS: Ghatkesar → Lingampalli,229.5
271,286,Hyderabad MMTS: Lingampalli → Hyderabad,198.5
271,286,Hyderabad MMTS: Ramchandrapuram → Falaknuma,198.5
271,286,Hyderabad MMTS: Lingampalli → Falaknuma,198.5
271,286,Hyderabad MMTS: Lingampalli → Medchal,198.5
271,286,Hyderabad MMTS: Lingampalli → Umdanagar,198.5
271,286,Hyderabad MMTS: Lingampalli → Secunderabad,198.5
271,286,Hyderabad MMTS: Lingampalli → Ghatkesar,198.5
272,505,Train 55752: Haldibari => New Jalpaiguri Passenger,3689.8
272,505,Train 55750: Haldibari => New Jalpaiguri Passenger,3689.8
272,638,Train 75722: Haldibari => Siliguri Junction DEMU,4077.7
273,541,Diva -> Roha MEMU,392.1
274,242,Lucknow Mail: Lucknow Junction -> New Delhi,2556.9
274,573,Lucknow Mail: New Delhi -> Lucknow Junction,8731.4
275,376,Train Express 15018: Gorakhpur → Mumbai LTT,2268.5
275,685,Train Express 15017: Mumbai LTT → Gorakhpur,996.0
276,416,Lucknow Mail: New Delhi -> Lucknow Junction,7150.0
276,624,Lucknow Mail: Lucknow Junction -> New Delhi,4304.6
277,21,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1176.8
278,134,Daily Express 16512: Kannur → KSR Bengaluru,2330.7
279,290,Train Vande Bharat Express 20661: KSR Bengaluru → Dharwad,4884.0
279,290,Train Vande Bharat Express 26752: KSR Bengaluru → Belagavi,4884.0
280,198,Train Gangadamodar Express 13330: Patna Junction → Dhanbad Junction,4985.5
280,531,Train Gangadamodar Express 13329: Dhanbad Junction → Patna Junction,1545.1
281,5,Train Rajdhani Express 22222: Hazrat Nizamuddin → Mumbai CSMT,12568.3
