u,v,w
60,361,54.041897
361,60,54.041897
68,108,94.890343
108,68,94.890343
198,287,26.476011
287,198,26.476011
239,60,48.803735
60,239,48.803735
89,211,15.254754
211,89,15.254754
389,108,104.470335
108,389,104.470335
95,290,48.676848
290,95,48.676848
385,294,30.164205
294,385,30.164205
130,196,75.540776
196,130,75.540776
103,34,80.898505
34,103,80.898505
227,33,103.379735
33,227,103.379735
371,275,74.077533
275,371,74.077533
207,86,118.920091
86,207,118.920091
346,385,107.564765
385,346,107.564765
92,300,29.378800
300,92,29.378800
44,250,78.799722
250,44,78.799722
291,106,30.003071
106,291,30.003071
364,185,93.093674
185,364,93.093674
187,26,56.253833
26,187,56.253833
107,58,79.000204
58,107,79.000204
4,193,49.613789
193,4,49.613789
100,130,52.489005
130,100,52.489005
342,207,72.353431
207,342,72.353431
99,178,44.319720
178,99,44.319720
153,223,57.233399
223,153,57.233399
296,213,63.172646
213,296,63.172646
215,384,69.318201
384,215,69.318201
52,208,35.519961
208,52,35.519961
259,355,32.232326
355,259,32.232326
181,105,80.726866
105,181,80.726866
13,105,58.039849
105,13,58.039849
225,350,70.320251
350,225,70.320251
362,115,78.487707
115,362,78.487707
237,187,60.572644
187,237,60.572644
23,98,29.295350
98,23,29.295350
391,368,8.024436
368,391,8.024436
234,10,26.811809
10,234,26.811809
121,159,25.371738
159,121,25.371738
70,314,94.464409
314,70,94.464409
56,10,100.613563
10,56,100.613563
350,83,37.463227
83,350,37.463227
64,129,80.502529
129,64,80.502529
222,40,69.508195
40,222,69.508195
46,58,56.355998
58,46,56.355998
177,218,92.680656
218,177,92.680656
67,209,49.299001
209,67,49.299001
289,185,70.375479
185,289,70.375479
232,285,37.679370
285,232,37.679370
339,396,126.183837
396,339,126.183837
242,294,94.450419
294,242,94.450419
293,254,98.190748
254,293,98.190748
253,10,38.581010
10,253,38.581010
42,26,87.884046
26,42,87.884046
370,290,32.010216
290,370,32.010216
38,220,47.051032
220,38,47.051032
343,209,103.071993
209,343,103.071993
263,182,109.434120
182,263,109.434120
383,375,45.258484
375,383,45.258484
27,173,105.209094
173,27,105.209094
23,96,118.602564
96,23,118.602564
100,204,33.709097
204,100,33.709097
286,59,84.942224
59,286,84.942224
114,219,74.832814
219,114,74.832814
64,279,45.835668
279,64,45.835668
208,53,73.220795
53,208,73.220795
224,124,24.252665
124,224,24.252665
79,144,86.246238
144,79,86.246238
229,188,98.137375
188,229,98.137375
186,121,54.374065
121,186,54.374065
101,376,25.823006
376,101,25.823006
14,137,49.697700
137,14,49.697700
183,148,21.628963
148,183,21.628963
290,193,20.315934
193,290,20.315934
280,252,60.483717
252,280,60.483717
341,253,62.006136
253,341,62.006136
82,153,52.453279
153,82,52.453279
199,31,86.330058
31,199,86.330058
165,12,70.536578
12,165,70.536578
300,302,90.510249
302,300,90.510249
383,197,103.704549
197,383,103.704549
25,159,66.336683
159,25,66.336683
7,0,14.869302
0,7,14.869302
303,232,84.388827
232,303,84.388827
54,13,59.225220
13,54,59.225220
191,328,66.701985
328,191,66.701985
346,255,62.496445
255,346,62.496445
351,215,36.210088
215,351,36.210088
314,54,48.858035
54,314,48.858035
112,198,49.955824
198,112,49.955824
132,143,57.440147
143,132,57.440147
275,10,26.407999
10,275,26.407999
14,236,142.381455
236,14,142.381455
281,288,68.598930
288,281,68.598930
96,294,22.673469
294,96,22.673469
70,284,92.197020
284,70,92.197020
157,24,24.726115
24,157,24.726115
293,143,36.864421
143,293,36.864421
14,34,116.467308
34,14,116.467308
355,99,52.070160
99,355,52.070160
168,6,101.530493
6,168,101.530493
332,47,59.053081
47,332,59.053081
181,152,87.043511
152,181,87.043511
260,178,46.664323
178,260,46.664323
249,163,59.599061
163,249,59.599061
203,150,78.644835
150,203,78.644835
284,72,21.482916
72,284,21.482916
346,16,63.675999
16,346,63.675999
15,45,18.930287
45,15,18.930287
355,278,53.344846
278,355,53.344846
136,137,75.901759
137,136,75.901759
379,213,86.214254
213,379,86.214254
342,121,92.704371
121,342,92.704371
47,139,42.331623
139,47,42.331623
206,379,112.189814
379,206,112.189814
94,303,84.060826
303,94,84.060826
76,141,46.445278
141,76,46.445278
277,115,67.082760
115,277,67.082760
273,399,10.985089
399,273,10.985089
51,304,89.985165
304,51,89.985165
57,250,23.966178
250,57,23.966178
247,134,74.657949
134,247,74.657949
165,44,83.932583
44,165,83.932583
292,312,54.219574
312,292,54.219574
83,50,77.490979
50,83,77.490979
129,11,110.031137
11,129,110.031137
149,19,80.818783
19,149,80.818783
222,17,103.150780
17,222,103.150780
12,304,68.192831
304,12,68.192831
54,292,47.242654
292,54,47.242654
125,12,43.749809
12,125,43.749809
48,73,62.025348
73,48,62.025348
170,331,29.414313
331,170,29.414313
46,241,30.861150
241,46,30.861150
211,360,40.258124
360,211,40.258124
396,209,105.198348
209,396,105.198348
120,175,101.869053
175,120,101.869053
28,244,62.031553
244,28,62.031553
320,192,28.847670
192,320,28.847670
356,226,105.079213
226,356,105.079213
278,12,64.090677
12,278,64.090677
205,283,65.568959
283,205,65.568959
321,156,9.254904
156,321,9.254904
136,131,68.590411
131,136,68.590411
398,10,94.629023
10,398,94.629023
31,114,29.258020
114,31,29.258020
100,144,59.572604
144,100,59.572604
320,176,82.001332
176,320,82.001332
130,225,28.965702
225,130,28.965702
124,17,11.772652
17,124,11.772652
348,98,21.210680
98,348,21.210680
317,142,75.296104
142,317,75.296104
194,299,28.207688
299,194,28.207688
335,393,16.303706
393,335,16.303706
313,387,65.773220
387,313,65.773220
38,334,113.975603
334,38,113.975603
68,265,98.841749
265,68,98.841749
110,265,60.703364
265,110,60.703364
170,191,33.992271
191,170,33.992271
127,19,43.190311
19,127,43.190311
27,304,33.313230
304,27,33.313230
60,73,112.852528
73,60,112.852528
163,6,26.823654
6,163,26.823654
132,186,98.608028
186,132,98.608028
209,161,84.078474
161,209,84.078474
374,14,33.805332
14,374,33.805332
234,222,59.805353
222,234,59.805353
137,194,75.370508
194,137,75.370508
98,256,71.836581
256,98,71.836581
48,246,59.086727
246,48,59.086727
355,122,128.334005
122,355,128.334005
280,295,23.084762
295,280,23.084762
287,344,38.950317
344,287,38.950317
130,177,52.704519
177,130,52.704519
317,108,143.335799
108,317,143.335799
36,100,87.518008
100,36,87.518008
119,210,59.272665
210,119,59.272665
360,117,93.636490
117,360,93.636490
147,363,113.332224
363,147,113.332224
336,77,56.285939
77,336,56.285939
100,83,65.215574
83,100,65.215574
129,81,76.809595
81,129,76.809595
216,42,37.116124
42,216,37.116124
223,6,103.329765
6,223,103.329765
75,37,106.034735
37,75,106.034735
373,74,50.602567
74,373,50.602567
194,33,45.275837
33,194,45.275837
132,189,30.649729
189,132,30.649729
122,141,107.927950
141,122,107.927950
145,126,70.468780
126,145,70.468780
261,152,126.301721
152,261,126.301721
211,3,30.177939
3,211,30.177939
318,215,66.818154
215,318,66.818154
300,181,21.570955
181,300,21.570955
150,333,11.154947
333,150,11.154947
363,354,96.530724
354,363,96.530724
154,319,66.715621
319,154,66.715621
277,101,42.328615
101,277,42.328615
368,34,87.516482
34,368,87.516482
360,313,105.583054
313,360,105.583054
149,142,56.264541
142,149,56.264541
155,167,35.581860
167,155,35.581860
356,275,61.446311
275,356,61.446311
104,161,79.833445
161,104,79.833445
344,372,57.449650
372,344,57.449650
200,120,32.631371
120,200,32.631371
57,270,22.548731
270,57,22.548731
322,282,99.743911
282,322,99.743911
104,300,112.529797
300,104,112.529797
260,108,8.043154
108,260,8.043154
388,41,113.655113
41,388,113.655113
330,229,55.137442
229,330,55.137442
277,292,74.356842
292,277,74.356842
197,337,1.736704
337,197,1.736704
393,165,116.209780
165,393,116.209780
112,230,105.112579
230,112,105.112579
356,303,24.492214
303,356,24.492214
383,22,99.210622
22,383,99.210622
355,171,59.849187
171,355,59.849187
109,123,61.417322
123,109,61.417322
237,227,97.397615
227,237,97.397615
20,241,24.886293
241,20,24.886293
25,386,67.335089
386,25,67.335089
265,99,59.246740
99,265,59.246740
194,105,14.308995
105,194,14.308995
244,373,89.971968
373,244,89.971968
219,259,44.600276
259,219,44.600276
359,272,71.070968
272,359,71.070968
196,151,115.199457
151,196,115.199457
147,236,71.295352
236,147,71.295352
377,365,131.508822
365,377,131.508822
7,169,35.430928
169,7,35.430928
81,107,49.986152
107,81,49.986152
198,109,65.146027
109,198,65.146027
13,338,38.663810
338,13,38.663810
309,359,66.701070
359,309,66.701070
153,196,120.327013
196,153,120.327013
231,283,105.926498
283,231,105.926498
136,26,43.289292
26,136,43.289292
142,269,34.650215
269,142,34.650215
194,138,87.047812
138,194,87.047812
339,255,108.442962
255,339,108.442962
245,263,114.407657
263,245,114.407657
269,172,31.167378
172,269,31.167378
368,190,76.407823
190,368,76.407823
396,189,13.096927
189,396,13.096927
347,167,41.552787
167,347,41.552787
171,365,75.731258
365,171,75.731258
176,370,84.798116
370,176,84.798116
57,5,41.237139
5,57,41.237139
379,350,51.036423
350,379,51.036423
182,139,78.828166
139,182,78.828166
110,201,31.398768
201,110,31.398768
147,63,97.922621
63,147,97.922621
316,258,78.160253
258,316,78.160253
120,102,77.012513
102,120,77.012513
356,195,94.438920
195,356,94.438920
25,328,27.066673
328,25,27.066673
355,360,61.481394
360,355,61.481394
300,219,18.143337
219,300,18.143337
194,73,31.110417
73,194,31.110417
288,160,89.808342
160,288,89.808342
336,214,40.928598
214,336,40.928598
114,36,24.849216
36,114,24.849216
221,91,20.519190
91,221,20.519190
335,223,76.734111
223,335,76.734111
67,178,18.694894
178,67,18.694894
199,220,5.003831
220,199,5.003831
297,248,59.124826
248,297,59.124826
211,391,31.745940
391,211,31.745940
117,395,99.939808
395,117,99.939808
47,349,96.351398
349,47,96.351398
399,199,58.882359
199,399,58.882359
333,99,69.092616
99,333,69.092616
205,79,69.257015
79,205,69.257015
12,250,68.211066
250,12,68.211066
109,269,43.890320
269,109,43.890320
204,348,101.463262
348,204,101.463262
395,366,120.942546
366,395,120.942546
151,200,114.214395
200,151,114.214395
214,205,59.474059
205,214,59.474059
73,41,51.719250
41,73,51.719250
167,287,10.639489
287,167,10.639489
74,270,35.438386
270,74,35.438386
119,219,86.220668
219,119,86.220668
14,55,24.517543
55,14,24.517543
111,290,81.346770
290,111,81.346770
110,315,40.430524
315,110,40.430524
296,346,23.370555
346,296,23.370555
243,276,81.506529
276,243,81.506529
138,235,77.188968
235,138,77.188968
199,304,84.588687
304,199,84.588687
261,184,49.683299
184,261,49.683299
270,122,44.019472
122,270,44.019472
42,41,78.628183
41,42,78.628183
61,329,84.301876
329,61,84.301876
110,395,39.747783
395,110,39.747783
292,270,72.853698
270,292,72.853698
188,328,61.052826
328,188,61.052826
388,219,47.865913
219,388,47.865913
87,230,35.416535
230,87,35.416535
7,126,15.807429
126,7,15.807429
274,262,46.338303
262,274,46.338303
46,233,37.894636
233,46,37.894636
2,184,19.828924
184,2,19.828924
187,222,53.740412
222,187,53.740412
206,20,37.725315
20,206,37.725315
40,51,125.498884
51,40,125.498884
167,179,36.974862
179,167,36.974862
252,3,42.334944
3,252,42.334944
103,52,61.201233
52,103,61.201233
249,292,70.130230
292,249,70.130230
112,19,100.314533
19,112,100.314533
385,332,26.952459
332,385,26.952459
186,77,56.489758
77,186,56.489758
270,383,47.276176
383,270,47.276176
282,329,94.555291
329,282,94.555291
301,43,36.886037
43,301,36.886037
350,233,69.037174
233,350,69.037174
239,143,76.702481
143,239,76.702481
257,15,41.547411
15,257,41.547411
220,54,29.239290
54,220,29.239290
77,288,93.004080
288,77,93.004080
137,150,60.601540
150,137,60.601540
398,132,73.209484
132,398,73.209484
223,195,84.151881
195,223,84.151881
25,112,37.719630
112,25,37.719630
357,365,83.625319
365,357,83.625319
65,182,40.382628
182,65,40.382628
31,22,88.715245
22,31,88.715245
150,47,51.941869
47,150,51.941869
381,123,113.666937
123,381,113.666937
72,83,28.286450
83,72,28.286450
244,361,93.233256
361,244,93.233256
170,119,38.129940
119,170,38.129940
96,90,74.343362
90,96,74.343362
4,285,59.480967
285,4,59.480967
109,325,86.475473
325,109,86.475473
207,378,35.926058
378,207,35.926058
261,97,64.276744
97,261,64.276744
395,3,121.615721
3,395,121.615721
139,38,33.538061
38,139,33.538061
34,90,32.419047
90,34,32.419047
141,212,111.163518
212,141,111.163518
333,197,97.592840
197,333,97.592840
20,21,42.905501
21,20,42.905501
342,391,106.091091
391,342,106.091091
237,72,129.425910
72,237,129.425910
208,395,86.973975
395,208,86.973975
31,62,128.243375
62,31,128.243375
290,267,80.106367
267,290,80.106367
199,114,70.682339
114,199,70.682339
126,219,31.472070
219,126,31.472070
143,259,91.641704
259,143,91.641704
382,283,83.819760
283,382,83.819760
298,198,87.768682
198,298,87.768682
325,18,22.383674
18,325,22.383674
373,381,128.733594
381,373,128.733594
191,121,89.187081
121,191,89.187081
225,249,112.841947
249,225,112.841947
63,204,91.451152
204,63,91.451152
214,84,71.891254
84,214,71.891254
129,131,50.097916
131,129,50.097916
360,346,115.027191
346,360,115.027191
201,381,122.467830
381,201,122.467830
345,100,40.206551
100,345,40.206551
111,33,58.202444
33,111,58.202444
9,62,91.079004
62,9,91.079004
74,38,71.368570
38,74,71.368570
105,394,93.275532
394,105,93.275532
248,176,54.977352
176,248,54.977352
348,380,18.499948
380,348,18.499948
330,389,70.145890
389,330,70.145890
130,220,55.566915
220,130,55.566915
235,260,79.208651
260,235,79.208651
177,196,34.661066
196,177,34.661066
338,244,38.158446
244,338,38.158446
328,95,17.127003
95,328,17.127003
273,294,38.095611
294,273,38.095611
73,70,22.525354
70,73,22.525354
199,355,118.642359
355,199,118.642359
41,337,103.176136
337,41,103.176136
90,29,78.013959
29,90,78.013959
174,369,21.424484
369,174,21.424484
257,241,29.808476
241,257,29.808476
336,205,93.052983
205,336,93.052983
291,292,71.164996
292,291,71.164996
219,74,52.056907
74,219,52.056907
22,65,14.385115
65,22,14.385115
161,196,94.602944
196,161,94.602944
209,270,81.085602
270,209,81.085602
138,310,18.605285
310,138,18.605285
95,143,54.603170
143,95,54.603170
321,98,50.212065
98,321,50.212065
371,273,48.914145
273,371,48.914145
341,133,116.165457
133,341,116.165457
101,212,88.834665
212,101,88.834665
77,179,36.788100
179,77,36.788100
67,142,56.224377
142,67,56.224377
359,166,124.585112
166,359,124.585112
118,373,100.839417
373,118,100.839417
214,201,64.326799
201,214,64.326799
343,129,95.804603
129,343,95.804603
120,148,90.776898
148,120,90.776898
203,265,78.067165
265,203,78.067165
237,389,131.843619
389,237,131.843619
24,176,39.081250
176,24,39.081250
9,216,55.420378
216,9,55.420378
359,350,36.062454
350,359,36.062454
293,129,95.501796
129,293,95.501796
160,386,51.928797
386,160,51.928797
279,396,107.305608
396,279,107.305608
49,355,62.447563
355,49,62.447563
186,219,96.130341
219,186,96.130341
376,134,72.312639
134,376,72.312639
23,12,88.918798
12,23,88.918798
375,280,43.610450
280,375,43.610450
168,29,25.326075
29,168,25.326075
237,319,93.681838
319,237,93.681838
227,162,68.714796
162,227,68.714796
88,192,69.884979
192,88,69.884979
